fold	prob_1	prob_2	prob_3	prob_4	std_1	std_2	std_3	std_4	LakeCode	true_label	true_idx	pred_idx	pred_label	entropy	entropy_norm	aleatoric_entropy	aleatoric_entropy_norm	epistemic_mi	margin_p1_p2	totvar_1	epivar_1	alevar_1	totvar_2	epivar_2	alevar_2	totvar_3	epivar_3	alevar_3	totvar_4	epivar_4	alevar_4	feat_meanTP	feat_meanTN	feat_meanTurb	feat_meanWC	feat_meanCond	feat_thermal_class	feat_bottom_DO_min	feat_surface_DO_min	feat_bottom_pH_min	feat_surface_pH_max	feat_area_m2	feat_SECCIDEPTH	feat_NEWDEPTH	feat_tyyppi_Lv	feat_tyyppi_Kh	feat_tyyppi_Mh	feat_tyyppi_MRh	feat_tyyppi_MVh	feat_tyyppi_Ph	feat_tyyppi_Vh	feat_tyyppi_PoLa	feat_tyyppi_Rh	feat_tyyppi_Rk	feat_tyyppi_Rr	feat_tyyppi_Sh	feat_tyyppi_SVh
1	0,043018218	0,718019307	0,238549799	0,00041274	0,064843141	0,057600539	0,052419834	0,002584917	100011008	2	1	1	2	0,718291759	0,51813798	0,824369371	0,594656802	-0,106077611	0,479469508	0,146571755	0,004204633	0,142367125	0,215383038	0,003317822	0,21206522	0,115337841	0,002747839	0,11259	0,002503426	6,6818E-06	0,002496745	39	650	5,45	85	4,666666667	2	0,2	7,1	6,2	6,5	2388565,304	0,911	6	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,004077903	0,180034265	0,776039064	0,039848775	0,013608301	0,105837524	0,081844561	0,049439702	100031008	3	2	2	3	0,656311274	0,47342851	1,008043766	0,727149871	-0,351732492	0,596004784	0,031211691	0,000185186	0,031026505	0,226523742	0,011201581	0,215322167	0,249496758	0,006698532	0,242798224	0,088825822	0,002444284	0,08638154	33	595	6	205	5,15	1	8,3	7,2	6,5	6,6	1019982,131	0,7	3,7	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2,77797E-05	0,000621863	0,320480496	0,678869843	0,000870074	0,006744043	0,092080623	0,096354157	10271005	3	2	3	4	0,632511973	0,456260944	0,577121258	0,416304988	0,055390716	0,358389348	0,000621697	7,57029E-07	0,00062094	0,005594271	4,54821E-05	0,005548789	0,18916446	0,008478842	0,180685624	0,192207515	0,009284124	0,182923391	18	260	0,515	15	2,05	3	1,2	8,9	6,2	6,8	738764,9175	4,42	11,3	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,000192264	0,00784794	0,59212476	0,39983511	0,001631789	0,023700994	0,090293914	0,106111214	10361001	3	2	2	3	0,716513991	0,516855591	0,794955134	0,573438915	-0,078441143	0,19228965	0,002387412	2,66273E-06	0,00238475	0,031679183	0,000561737	0,031117447	0,244806468	0,008152991	0,236653477	0,248636827	0,01125959	0,237377241	12,5	427,5	1,1975	115	2,725	2	0,4	7,9	5,95	6,11	860670,4939	2,062	11,05	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,000146303	0,005967428	0,55895555	0,434930652	0,001287455	0,016862852	0,078609549	0,089910604	10441014	4	3	2	3	0,719099522	0,518720657	0,77141434	0,556457821	-0,052314818	0,124024898	0,001872472	1,65754E-06	0,001870814	0,024468286	0,000284356	0,024183931	0,241220668	0,006179461	0,235041201	0,245548114	0,008083916	0,237464204	20	540	1,35	80	2,425	2,981841836	2,523972222	8,2	6,400472222	6,7	584928,2559	1,62	5,167	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0,000314674	0,014265539	0,628572226	0,356847554	0,00220519	0,031820513	0,075676911	0,096021287	10751027	3	2	2	3	0,722725868	0,521336513	0,853340983	0,615555402	-0,130615115	0,271724671	0,00363282	4,86286E-06	0,003627957	0,048353259	0,001012545	0,047340713	0,247208968	0,005726995	0,241481975	0,249996737	0,009220087	0,240776643	17	430	1,2	140	2,1	2	1,9	8,2	5,79	6,17	1430927,865	1,4	4,775	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0,00020336	0,007126674	0,541369498	0,451300472	0,003025739	0,031999391	0,088290229	0,109817624	10761012	3	2	2	3	0,728240013	0,525314128	0,783381581	0,565090361	-0,055141568	0,090069026	0,002945003	9,15509E-06	0,002935848	0,033281159	0,001023961	0,032257199	0,236925051	0,007795164	0,229129881	0,244082883	0,012059911	0,232022971	10	480	0,79	150	2,6	2	7,2	8,5	5,78	5,93	842752,8846	1,65	7,15	0	0	0	0	0	0	0	0	1	0	0	0	0
1	9,3375E-06	0,000163244	0,230623916	0,769203484	0,000696342	0,00459672	0,095527738	0,098406687	10821013	4	3	3	4	0,541688085	0,390745357	0,493171751	0,35574822	0,048516333	0,538579583	0,000364223	4,84892E-07	0,000363738	0,002824536	2,11298E-05	0,002803406	0,161167964	0,009125548	0,152042419	0,163063288	0,009683876	0,153379411	6,8	295	1,055	40	1,5	2	0,4	7,6	6,1	6,6	936547,4324	3,7	6,933	0	0	0	0	1	0	0	0	0	0	0	0	0
1	0,021188615	0,515046656	0,453080475	0,010684308	0,085514307	0,087296054	0,099274471	0,026825469	110031001	2	1	1	2	0,830592513	0,59914585	0,96456331	0,695785352	-0,133970797	0,061966181	0,103998855	0,007312696	0,096686155	0,241762221	0,007620601	0,234141618	0,191738322	0,00985542	0,181882903	0,031643063	0,000719606	0,030923458	25,67250309	740	6,1	200	4,6	1	8,3	8	6,7	6,7	904292,1002	0,75	3,75	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0,002015742	0,111834556	0,764839649	0,121310115	0,010517516	0,108178012	0,062393598	0,095297381	110041005	3	2	2	3	0,7184484	0,518250972	1,04812634	0,756063336	-0,329677939	0,643529534	0,017795093	0,000110618	0,017684475	0,184935257	0,011702483	0,173232779	0,24993597	0,003892961	0,246043012	0,176532343	0,009081591	0,167450756	16	610	1,9	140	4,8	3	0,5	9,4	5,7	6,5	791195,7267	0,75	8	0	0	0	0	0	0	0	0	1	0	0	0	0
1	0,00549595	0,243883952	0,70217222	0,048447859	0,026058372	0,123317286	0,095584296	0,062516391	110041010	2	1	2	3	0,767671347	0,553757822	1,048749208	0,756512641	-0,281077862	0,458288252	0,039500397	0,000679039	0,038821358	0,241348147	0,015207154	0,226140991	0,246447027	0,009136357	0,237310663	0,099009335	0,003908299	0,095101036	17,76666667	686,6666667	1,566666667	226,6666667	5,151666667	3	0,66	7,9	5,6	6,8	658546,7135	0,872	11,05	0	0	0	0	0	0	0	0	1	0	0	0	0
1	0,013137496	0,528894961	0,453622639	0,004344986	0,023297703	0,069047801	0,070583783	0,009920635	110051001	3	2	1	2	0,776018381	0,559778935	0,871693969	0,628794283	-0,095675588	0,075272322	0,067655824	0,000542783	0,067113042	0,229644388	0,004767599	0,224876791	0,196824819	0,004982071	0,19184275	0,014718945	9,8419E-05	0,014620526	45	696,6666667	3,556798765	94,85966226	4,530653884	2,972111861	2,173172222	7,553111111	6,410127778	6,918883333	140579,0078	0,84	2,1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0,000735506	0,037086703	0,77490288	0,187274933	0,004859439	0,056760613	0,067473479	0,102708124	110061013	3	2	2	3	0,638821244	0,460812121	0,936282098	0,67538477	-0,297460854	0,587627947	0,007932304	2,36141E-05	0,007908691	0,097300015	0,003221767	0,09407825	0,246848375	0,00455267	0,242295697	0,21994397	0,010548959	0,209395006	33	540	2,9	120	2,2	2,965169053	3,064133333	8,7	6,357477778	5,8	631858,0542	0,88	1,92	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0,001120687	0,066495918	0,787836134	0,144547343	0,006377804	0,081538253	0,054455612	0,090835035	120031026	2	1	2	3	0,655305982	0,472703345	0,993160009	0,71641351	-0,337854028	0,643288791	0,01106263	4,06764E-05	0,011021953	0,141478568	0,006648487	0,134830087	0,247272119	0,002965414	0,244306698	0,195248201	0,008251003	0,186997205	16	720	3,25	85	3,15	2,942794777	2,496416667	8,1	6,404711111	6,6	1405220,638	0,75	1,333	0	0	1	0	0	0	0	0	0	0	0	0	0
1	2,70871E-05	0,000471325	0,305739611	0,693761945	0,000907171	0,006507256	0,094956726	0,099194087	120041007	4	3	3	4	0,619860888	0,447135114	0,563779712	0,406681097	0,056081176	0,388022333	0,000642843	8,22959E-07	0,00064202	0,005102381	4,23444E-05	0,005060036	0,185127586	0,009016779	0,176110804	0,188034549	0,009839467	0,178195089	5	250	0,93	10	2,7	1	7,7	8,5	6,6	6,7	1424362,092	3,22	9,7	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,016450398	0,584186435	0,396559358	0,002803759	0,032106284	0,062817	0,068031862	0,008072955	130021007	2	1	1	2	0,764855742	0,551726793	0,847581387	0,611400732	-0,082725644	0,187627077	0,079473898	0,001030813	0,078443088	0,221108064	0,003945975	0,217162088	0,178300589	0,004628335	0,173672259	0,010623978	6,51726E-05	0,010558804	36,5	870	4,35	140	5,15	2,983977687	2,077811111	7,8	6,399916667	6,7	1421372,809	0,68	1,58	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0,074467763	0,770136118	0,155297995	9,82789E-05	0,091389418	0,074226774	0,045523245	0,001437447	141211001	2	1	1	2	0,684707344	0,493911945	0,817488611	0,589693382	-0,132781267	0,614838123	0,193098739	0,008352025	0,184746712	0,227331161	0,005509614	0,221821547	0,079450905	0,002072366	0,077378541	0,000952789	2,06625E-06	0,000950723	28,33333333	655	6,294444444	60,83333333	9,744444444	3	0,2	7,5	6,7	7,2	1540215,033	1,31	7,38	0	0	0	0	0	1	0	0	0	0	0	0	0
1	7,97135E-06	0,000116699	0,208514959	0,791360319	0,000523344	0,002527408	0,087141581	0,088735312	141261001	4	3	3	4	0,513228416	0,370216046	0,468187273	0,337725728	0,045041144	0,58284533	0,000263504	2,73889E-07	0,00026323	0,00178268	6,38779E-06	0,001776292	0,151272222	0,007593655	0,143678561	0,152556062	0,007873955	0,144682109	4	360	0,65	30	3,8	3	6,8	8,9	6,2	6,8	2418810,691	3,2	18	0	0	0	0	0	0	1	0	0	0	0	0	0
1	2,80806E-05	0,000619183	0,327269018	0,672083735	0,000644165	0,005172729	0,086498722	0,08966808	141471018	4	3	3	4	0,637486339	0,45984919	0,581421435	0,41940691	0,056064904	0,344814718	0,000544303	4,14948E-07	0,000543888	0,004970127	2,67571E-05	0,00494337	0,191059217	0,007482029	0,183577195	0,193718329	0,008040365	0,185677961	8,1	430	1,0675	45	3,175	3	2,4	8,4	6	6,8	1555277,422	2,633	12,2	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,027917612	0,558961093	0,406295806	0,006825485	0,110006578	0,091019712	0,10339234	0,024534544	141611001	2	1	1	2	0,82501632	0,595123477	0,945939124	0,682350841	-0,120922804	0,152665287	0,12454059	0,012101447	0,112439141	0,240518376	0,008284587	0,232233793	0,177854508	0,010689976	0,167164534	0,024781369	0,000601944	0,024179425	31,5	561,875	5,725	48,75	8,70625	1	8,4	8,5	7,3	7,5	2184510,386	1,309	3,245	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0,022710498	0,652106822	0,323263586	0,001919098	0,043695714	0,056587528	0,063585654	0,008047036	141621002	2	1	1	2	0,741827011	0,535115075	0,82646364	0,596167497	-0,084636629	0,328843236	0,098569952	0,001909315	0,096660636	0,21225825	0,003202148	0,209056094	0,151704401	0,004043135	0,147661269	0,008318601	6,47548E-05	0,008253846	18,25	400	2,5	37,70833333	8,654166667	2	0,3	8	6,8	7,4	8093800,805	1,909	13,227	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,008088467	0,34963724	0,620122313	0,022151951	0,021460909	0,122482121	0,09533827	0,057570461	141651002	3	2	2	3	0,787097692	0,567770969	0,989723384	0,713934509	-0,202625692	0,270485073	0,049306463	0,000460571	0,048845895	0,249946222	0,01500187	0,234944358	0,234759793	0,009089386	0,225670412	0,059991691	0,003314358	0,056677334	15	555	2,1	42,5	10,425	3	0,7	8,7	6,6	7,6	2480380,466	1,957	12,429	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,000505587	0,022602461	0,700010836	0,276881158	0,004195565	0,050671101	0,074820869	0,108917139	141731038	3	2	2	3	0,694720864	0,501135173	0,902177453	0,650783469	-0,207456589	0,423129678	0,00580836	1,76028E-05	0,005790757	0,07071431	0,00256756	0,06814675	0,249982655	0,005598162	0,244384497	0,243876308	0,011862944	0,23201336	14	565	1,45	58,75	4	3	0,1	7,8	6,1	6,7	1018700,559	1,91	9,2	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,000375469	0,017206505	0,685279071	0,297138929	0,002877014	0,037866708	0,075820439	0,101324305	141741030	4	3	2	3	0,692443848	0,499492653	0,872883737	0,629652519	-0,180439889	0,388140142	0,004345343	8,27721E-06	0,004337066	0,056499779	0,001433888	0,055065893	0,249932185	0,005748739	0,244183451	0,24683696	0,010266615	0,236570343	18,33333333	490	1,433333333	73,33333333	3,933333333	2,991824365	2,641566667	7,7	6,404422222	6,7	1000816,684	1,467	2,8	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,000592549	0,026511669	0,764994204	0,207901537	0,003745796	0,042873122	0,072025262	0,100234158	141751017	4	3	2	3	0,632126153	0,455982633	0,902997494	0,651375003	-0,270871341	0,557092667	0,006504316	1,4031E-05	0,006490285	0,076423995	0,001838105	0,074585892	0,246747643	0,005187639	0,241559997	0,228404731	0,010046886	0,218357846	24,37969147	750	1,4	100	4,3	3	2,7	8,8	6,05	6,51	1014177,765	1,8	6,9	0	0	1	0	0	0	0	0	0	0	0	0	0
1	5,95603E-05	0,001743215	0,419855893	0,578341305	0,000847859	0,009029896	0,085686371	0,091272078	141791019	4	3	3	4	0,692716241	0,499689143	0,661193907	0,476950586	0,031522334	0,158485413	0,000926325	7,18865E-07	0,000925607	0,01022777	8,1539E-05	0,01014623	0,215580627	0,007342154	0,208238468	0,219632521	0,008330592	0,211301923	9,3	385	1,01	58,75	4,325	3	0,8	7,7	6,2	6,9	1044442,067	2,3	7,083	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,000217585	0,009526297	0,600743949	0,389512211	0,001792629	0,023745535	0,07715065	0,092185572	141791046	4	3	2	3	0,719553888	0,519048413	0,813688517	0,586952194	-0,094134629	0,211231738	0,002680511	3,21352E-06	0,002677298	0,035203788	0,00056385	0,03463994	0,245403022	0,005952222	0,239450797	0,249183491	0,00849818	0,240685314	14	537,5	1,8	150	4,2	2,985225541	2,610527778	7,9	6,407927778	6,6	948034,9162	0,9	2,78	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0,001864139	0,08556895	0,767233968	0,145332903	0,010859206	0,109591782	0,062097076	0,114752792	141811001	3	2	2	3	0,705678225	0,509039238	1,031628847	0,744162911	-0,325950623	0,621901035	0,017217657	0,000117922	0,017099734	0,163852215	0,012010358	0,151841864	0,24991034	0,003856047	0,246054292	0,195482954	0,013168203	0,182314754	16	463,3333333	2,333333333	46,66666667	6,033333333	3	1	8,9	6,6	7,2	12612691,93	1,95	16,05	0	1	0	0	0	0	0	0	0	0	0	0	0
1	0,002184197	0,110279605	0,822864532	0,064671643	0,008566755	0,08611194	0,05950617	0,060741283	141821009	2	1	2	3	0,594046593	0,428514037	0,988536596	0,713078423	-0,394490004	0,712584913	0,019395903	7,33893E-05	0,019322513	0,18751961	0,007415266	0,180104345	0,243082181	0,003540984	0,239541203	0,125390753	0,003689504	0,121701248	23	545	2,6	55	5,95	2	1,2	8,9	6,4	7,1	2016874,94	1,4	4,125	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0,000481068	0,023710642	0,723553061	0,252255201	0,00330627	0,040691748	0,075531118	0,102318831	141871003	3	2	2	3	0,673959255	0,486158838	0,899819553	0,649082603	-0,225860298	0,47129786	0,005390273	1,09314E-05	0,005379342	0,069797195	0,001655818	0,068141378	0,249589577	0,00570495	0,243884623	0,23976399	0,010469143	0,229294851	17	630	1,7	180	4,3	3	3,2	8,6	6,1	6,6	899254,2258	0,75	5,75	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0,121791214	0,779971421	0,098212898	2,44359E-05	0,121377215	0,10106872	0,03994225	0,000789552	141921024	2	1	1	2	0,678420424	0,489376891	0,807300866	0,582344478	-0,128880441	0,658180237	0,230576202	0,014732429	0,215843767	0,243330747	0,010214886	0,233115867	0,053989578	0,001595383	0,052394196	0,000434574	6,23393E-07	0,00043395	52	1000	4,2	110	5,5	3	0,6	10,2	6,4	7,2	692976,6907	1,15	6,5	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0,078255534	0,775059819	0,146606147	7,85363E-05	0,092076093	0,076164953	0,043485247	0,001079409	141921041	2	1	1	2	0,679101408	0,489868116	0,814671934	0,587661579	-0,135570526	0,628453672	0,197178528	0,008478007	0,188700527	0,228412136	0,0058011	0,22261104	0,075376175	0,001890967	0,073485211	0,000780617	1,16512E-06	0,000779452	33	688,3333333	4,45	95,5	7,866666667	3	0,2	8,3	6,6	7,3	1515545,778	0,94	8	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,022839168	0,616877556	0,357073039	0,003210293	0,046022579	0,058355205	0,066735111	0,012571384	141981003	2	1	1	2	0,770470381	0,555776899	0,867777526	0,625969167	-0,097307146	0,259804517	0,099571735	0,002118078	0,097453654	0,220968738	0,00340533	0,217563406	0,162560344	0,004453575	0,158106774	0,012993756	0,00015804	0,012835716	18	540	2,5	30	8,2	3	1,5	8,2	6,8	7,3	3477515,179	2,25	11	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,000888578	0,030524012	0,657846451	0,310740948	0,013479553	0,106548041	0,072314672	0,147776306	141991002	3	2	2	3	0,75143677	0,542047051	0,950635374	0,68573847	-0,199198604	0,347105503	0,012565948	0,000181698	0,01238425	0,104630165	0,011352485	0,093277678	0,244607627	0,005229412	0,239378214	0,246633708	0,021837838	0,224795863	20	420	1,1	25	4,1	2,973641172	2,724627778	9,9	6,429044444	7,2	3808649,241	2,5	2,7	0	0	0	0	1	0	0	0	0	0	0	0	0
1	0,00024538	0,011095685	0,649196148	0,339462787	0,001932422	0,025716608	0,081289917	0,099138618	141991003	3	2	2	3	0,69920212	0,504367716	0,829725266	0,598520263	-0,130523145	0,309733361	0,00297689	3,73426E-06	0,002973156	0,039826322	0,000661344	0,039164979	0,249126822	0,00660805	0,242518768	0,24977538	0,009828466	0,239946917	20	540	1,7	110	4,6	2,98873706	2,765883333	8,8	6,411605556	6,4	1167178,424	0,94	1,875	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0,003349627	0,15478158	0,780987442	0,060881294	0,027720114	0,162207156	0,115565389	0,122204341	142111001	3	2	2	3	0,671324968	0,484258601	0,998328924	0,720142094	-0,327003956	0,626205862	0,029544869	0,000768405	0,028776465	0,218660444	0,026311163	0,192349285	0,249964476	0,013355359	0,236609116	0,129258886	0,014933901	0,114324987	9,325	508,75	2,47218266	26,25	6,825	2	7,5	7,6	6,7	7,2	452007359,6	3,501	10,28	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0,011000736	0,388658434	0,583611786	0,016729003	0,050530419	0,163451999	0,130988672	0,085153237	142211001	2	1	2	3	0,79963243	0,576812871	0,97123754	0,700599791	-0,17160511	0,194953352	0,06644173	0,002553323	0,063888408	0,249667302	0,026716555	0,222950742	0,224255115	0,017158031	0,207097083	0,065656483	0,007251074	0,058405407	18,00611111	450,9388889	2,130079365	39,7360119	6,504583333	3	1,1	5,1	6,5	7,5	122257353,3	2,322	24,152	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0,028693244	0,693024993	0,27723068	0,001051131	0,050394695	0,051360253	0,055909175	0,004740207	142211281	2	1	1	2	0,718886435	0,518566947	0,810037792	0,584318753	-0,091151357	0,415794313	0,114626996	0,002539625	0,112087369	0,20816277	0,002637875	0,205524892	0,13326931	0,003125836	0,130143479	0,005022498	2,24696E-05	0,005000028	26	536,4285714	2,933577688	23,33333333	8,35	2	0,5	7,8	6,6	7,1	1308539,341	2,852	9,57	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,0274185	0,670627713	0,300852627	0,001101114	0,045731641	0,053169597	0,058153171	0,00609998	142211285	2	1	1	2	0,735419691	0,53049317	0,824415445	0,594690037	-0,088995755	0,369775087	0,111316644	0,002091383	0,109225258	0,211821705	0,002827006	0,208994702	0,142070681	0,003381791	0,138688892	0,005504897	3,72098E-05	0,005467687	23	652,5	3,1	58,25	8,5	3	0,6	6,6	6,8	7,3	1100587,413	1,583	13,183	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,000233348	0,007390576	0,525122225	0,467253864	0,003065533	0,024891574	0,085202351	0,102847047	142241004	3	2	2	3	0,731990337	0,528019415	0,778231859	0,561375622	-0,046241522	0,057868361	0,003111943	9,39749E-06	0,003102546	0,030849632	0,00061959	0,030230042	0,234451175	0,00725944	0,227191731	0,241952375	0,010577516	0,23137486	24,12496659	340	3,1	60	4,2	3	9,3	9,9	6	6,4	1566559,117	1,967	25,333	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,000816525	0,032885082	0,672350287	0,293948054	0,006882207	0,074891873	0,065245219	0,11748755	142271003	3	2	2	3	0,744902492	0,537333565	0,952007055	0,686727929	-0,207104564	0,378402233	0,008881998	4,73648E-05	0,008834633	0,093949601	0,005608792	0,088340811	0,248047382	0,004256938	0,243790448	0,245136082	0,013803324	0,231332764	10,5	505	1,4	45	4,7	3	4,9	9,1	6,5	7,2	3638275,323	2,1	27,667	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,011551138	0,47357747	0,503596187	0,011275169	0,023774616	0,083318122	0,077086978	0,025397144	142291001	2	1	2	3	0,801527977	0,578180219	0,9337219	0,673537977	-0,132193923	0,030018717	0,061835375	0,000565232	0,061270144	0,239883631	0,00694191	0,232941717	0,209678695	0,005942402	0,20373629	0,032844804	0,000645015	0,032199789	19,66666667	445	2,075	35	7,691666667	3	0,5	7,5	6,6	7,1	2201997,329	2,259	10,764	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,000416759	0,018856753	0,682023108	0,298703432	0,003638698	0,044657286	0,077147298	0,108011015	142521004	4	3	2	3	0,700050831	0,504979931	0,883583963	0,637371101	-0,183533132	0,383319676	0,004941968	1,32401E-05	0,004928728	0,062032338	0,001994273	0,060038064	0,249767572	0,005951706	0,243815869	0,246845081	0,011666379	0,235178709	16,25	440	1,241666667	35,33333333	4,466666667	3	0	7,2	6,2	6,9	1768322,158	1,98	4,78	0	0	0	0	0	1	0	0	0	0	0	0	0
1	2,47872E-05	0,000471109	0,291017264	0,708486915	0,001696894	0,010029153	0,10208682	0,108773105	142631001	4	3	3	4	0,607256949	0,438043294	0,553792238	0,399476658	0,053464711	0,417469651	0,000788064	2,87945E-06	0,000785185	0,006068842	0,000100584	0,005968258	0,18113032	0,010421719	0,170708597	0,184701473	0,011831589	0,172869876	6,266666667	320	0,665	32	3,23	3	8,7	8,7	6,7	6,9	18457264,24	3,075	44,108	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,000557032	0,023985665	0,706319273	0,269137949	0,004270263	0,051355962	0,081429236	0,118571036	142721001	3	2	2	3	0,692478061	0,499517332	0,904073596	0,652151247	-0,211595535	0,437181324	0,006230482	1,82351E-05	0,006212247	0,073118672	0,002637435	0,070481233	0,249998868	0,006630721	0,243368149	0,242839247	0,014059091	0,22878015	16	540	1,24	120	2,675	2,5	3,3	7,7	5,93	6,4	5767939,462	1,221	14,5	0	1	0	0	0	0	0	0	0	0	0	0	0
1	0,009592064	0,420670033	0,560142398	0,009595503	0,018258031	0,089507215	0,083280742	0,020325905	142921002	2	1	2	3	0,778057098	0,561249559	0,930098057	0,670923927	-0,152040958	0,139472365	0,054786276	0,000333356	0,054452922	0,245020702	0,008011541	0,237009168	0,225000173	0,006935682	0,218064487	0,028515933	0,000413142	0,028102791	25,625	516,25	2,45	102,5	3,7625	3	0,7	6,1	6,2	6,9	454361,0091	1,042	10,242	0	0	0	0	0	1	0	0	0	0	0	0	0
1	4,83113E-05	0,001070347	0,357431799	0,641449571	0,001257709	0,009010925	0,092039607	0,097761437	142961004	4	3	3	4	0,660350204	0,476341982	0,612308025	0,441686876	0,048042178	0,284017771	0,000939392	1,58183E-06	0,000937811	0,008007009	8,11968E-05	0,007925812	0,199219674	0,00847129	0,190748379	0,203200281	0,009557299	0,193642974	23,64066097	290	1,1	40	2,6	3	10,8	9,6	6,5	6,9	1810981,572	2,7	21	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,00028815	0,009784291	0,566936493	0,422991037	0,003781867	0,039854798	0,078606747	0,106190644	143161001	4	3	2	3	0,733304977	0,528967727	0,81801337	0,590071916	-0,084708393	0,143945456	0,003937452	1,43025E-05	0,003923149	0,041768588	0,001588405	0,040180184	0,239825606	0,006179021	0,233646587	0,24716568	0,011276453	0,235889226	7,5	340	1,2	25	3,65	3	0,5	9	6,5	7,2	1431856,34	2,433	14,667	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,000164714	0,005864335	0,516681969	0,477288961	0,002074558	0,024892034	0,081660666	0,098257817	143181020	4	3	2	3	0,725769103	0,523531743	0,760340035	0,548469399	-0,034570932	0,039393008	0,002274062	4,30379E-06	0,002269758	0,026600374	0,000619613	0,025980761	0,233548746	0,006668465	0,226880282	0,240271255	0,009654598	0,230616659	23,63942219	310	1,8	25	3,5	3	6,1	9,6	6,6	7,2	1087859,805	3,1	10	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,002173888	0,11431928	0,792021751	0,09148512	0,011557488	0,110948205	0,070757091	0,089755639	143781004	3	2	2	3	0,664726496	0,479498809	1,023175359	0,738065008	-0,358448863	0,677702487	0,019423554	0,000133576	0,019289978	0,189600617	0,012309505	0,17729111	0,248735175	0,005006566	0,243728608	0,154136226	0,008056075	0,146080151	18,75	465	2,475	65	5,141666667	1	6	7,3	7,1	7,1	2392234,457	1,653	3,323	0	0	0	0	0	1	0	0	0	0	0	0	0
1	6,24866E-05	0,001877	0,419863105	0,57819742	0,000885816	0,008970212	0,083629936	0,08931756	143831001	4	3	3	4	0,69351685	0,50026666	0,663504481	0,478617312	0,030012369	0,158334315	0,000967431	7,84671E-07	0,000966646	0,010687757	8,04647E-05	0,010607293	0,215224728	0,006993967	0,208230764	0,219477057	0,007977627	0,211499423	11	410	1,015	70	3	3	3	8,3	6,4	6,8	4605110,52	2,125	19,8	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0,000157175	0,006198125	0,563871562	0,429773152	0,001437008	0,019036619	0,087496817	0,100294508	143861001	4	3	2	3	0,718885541	0,518566302	0,77348876	0,557954199	-0,054603219	0,134098411	0,002014086	2,06499E-06	0,002012021	0,025955096	0,000362393	0,025592703	0,241793573	0,007655693	0,234137878	0,246167749	0,010058988	0,236108765	12	430	0,993333333	83,33333333	3,166666667	3	2,1	7,4	5,9	6,8	906256,9113	1,388	7,138	0	0	0	0	0	1	0	0	0	0	0	0	0
1	3,20604E-05	0,000603754	0,322296411	0,677067816	0,000989858	0,006893052	0,091727473	0,096161418	144221003	4	3	3	4	0,63378346	0,457178127	0,578130901	0,417033292	0,055652559	0,354771405	0,000697236	9,79818E-07	0,000696256	0,005533766	4,75142E-05	0,005486252	0,189468771	0,008413929	0,181054845	0,192510843	0,009247019	0,183263823	8	360	1	75	2,4	3	9,7	9,3	6,4	6,8	4287643,667	1,733	11,333	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0,006868271	0,288933694	0,661298633	0,042899389	0,033213608	0,112061769	0,090369374	0,057584271	144381008	4	3	2	3	0,80150342	0,578162505	1,053508759	0,759945931	-0,252005339	0,372364938	0,046776485	0,001103144	0,045673341	0,24709332	0,01255784	0,234535486	0,241046637	0,008166624	0,232880011	0,089470766	0,003315948	0,086154819	19	512,5	2,925	142,5	2,4	1	7,2	7,9	6,5	6,8	1890474,7	0,9	4,944	0	0	0	0	0	0	0	0	1	0	0	0	0
