LakeCode	actual	XG	XG1	XG2	XG3	XG4	RF	RF1	RF2	RF3	RF4	SVM	SVM1	SVM2	SVM3	SVM4	ANN	ANN1	ANN2	ANN3	ANN4	TAB	TAB1	TAB2	TAB3	TAB4	BNN	BNN1	BNN2	BNN3	BNN4	fold
100011008	2	2	0,008903409	0,708793447	0,274296273	0,008006872	2	0,11668062	0,499041764	0,317944005	0,066333612	2	0,064162603	0,623308932	0,302216143	0,010312322	2	0,193201005	0,726987481	0,078883119	0,000928454	2	0,188761451	0,724443189	0,085686992	0,001108368	2	0,043018218	0,718019307	0,238549799	0,00041274	1
100031008	3	2	0,008447183	0,560759444	0,419928399	0,010864974	3	0,140178307	0,372904803	0,417606568	0,069310323	3	0,003846858	0,224030534	0,730192382	0,041930225	3	0,002159115	0,296199203	0,666798413	0,034843344	3	0,015161553	0,38090336	0,546004662	0,057930425	3	0,004077903	0,180034265	0,776039064	0,039848775	1
10271005	3	4	3,84135E-05	0,025249985	0,384662056	0,590049545	4	0,04377493	0,062902437	0,100067175	0,793255458	4	0,003386569	0,03372907	0,39178595	0,57109841	4	2,14248E-05	0,004055487	0,163918599	0,832004488	4	3,67493E-06	0,005584017	0,217286615	0,777125693	4	2,77797E-05	0,000621863	0,320480496	0,678869843	1
10361001	3	3	4,42873E-05	0,008685939	0,808405439	0,182864334	3	0,052486855	0,080148467	0,549402284	0,317962394	3	0,003548211	0,04000852	0,490140118	0,466303151	4	0,000155466	0,026215384	0,442221105	0,531408012	3	0,000137496	0,042054085	0,56485345	0,392954969	3	0,000192264	0,00784794	0,59212476	0,39983511	1
10441014	4	3	2,97323E-05	0,01289894	0,603458092	0,383613236	3	0,052119049	0,08377606	0,541587051	0,32251784	3	0,003476863	0,037888197	0,606711218	0,351923721	4	0,000486394	0,033098441	0,424758017	0,54165709	3	0,00064739	0,076650589	0,493853012	0,428849009	3	0,000146303	0,005967428	0,55895555	0,434930652	1
10751027	3	3	3,29582E-05	0,00719001	0,719398349	0,273378682	3	0,052390419	0,079304434	0,6504652	0,217839947	3	0,003554213	0,03555839	0,597580281	0,363307116	4	2,47617E-05	0,006443269	0,440126747	0,553405225	3	0,000103431	0,021318112	0,515499554	0,463078903	3	0,000314674	0,014265539	0,628572226	0,356847554	1
10761012	3	4	1,57436E-05	0,002690455	0,452197581	0,54509622	4	0,047842463	0,067943458	0,297331316	0,586882764	4	0,00340705	0,027865416	0,397179065	0,571548469	4	8,83443E-05	0,011021767	0,409346163	0,57954371	3	0,000267889	0,071049962	0,523373973	0,405308175	3	0,00020336	0,007126674	0,541369498	0,451300472	1
10821013	4	4	9,41351E-05	0,007546765	0,372293545	0,620065554	4	0,044413891	0,062975433	0,141379	0,751231676	4	0,003435505	0,027896305	0,39709048	0,571577711	4	2,17371E-05	0,001602098	0,202546552	0,795829594	3	9,77711E-06	0,015616093	0,562221242	0,422152887	4	9,3375E-06	0,000163244	0,230623916	0,769203484	1
110031001	2	2	0,043417471	0,560674941	0,381627112	0,014280477	2	0,171142185	0,473651227	0,289186769	0,06601982	3	0,007706267	0,318488073	0,643461541	0,030344118	3	0,013768804	0,433692276	0,534514666	0,018024195	2	0,074269329	0,532510229	0,351175839	0,042044603	2	0,021188615	0,515046656	0,453080475	0,010684308	1
110041005	3	3	0,000323912	0,12599112	0,810195535	0,063489433	3	0,060460604	0,125857906	0,679216646	0,134464844	3	0,003787463	0,047750744	0,718965454	0,229496338	3	0,002492148	0,128808036	0,642165482	0,226534426	3	0,00727817	0,199421186	0,529480965	0,263819678	3	0,002015742	0,111834556	0,764839649	0,121310115	1
110041010	2	3	0,000227371	0,106280736	0,836474915	0,057016978	3	0,067696363	0,159795766	0,641944808	0,130563064	3	0,003972887	0,205464672	0,744551934	0,046010506	3	0,015383884	0,241313875	0,656169057	0,087133214	3	0,020608733	0,21910728	0,519437199	0,240846788	3	0,00549595	0,243883952	0,70217222	0,048447859	1
110051001	3	2	0,010104072	0,591123239	0,389662281	0,009110408	2	0,118607393	0,429090477	0,382100131	0,070201999	2	0,019529433	0,581154975	0,389334191	0,009981401	2	0,094328426	0,59138751	0,291496128	0,022787943	2	0,028569845	0,750931497	0,213355072	0,007143586	2	0,013137496	0,528894961	0,453622639	0,004344986	1
110061013	3	3	0,000131698	0,129868278	0,844619853	0,025380171	3	0,060818735	0,132881148	0,704792523	0,101507594	3	0,003657218	0,047934505	0,706206356	0,242201921	3	0,000887643	0,114142954	0,663324773	0,221644625	3	0,004636238	0,319644655	0,553429469	0,122289639	3	0,000735506	0,037086703	0,77490288	0,187274933	1
120031026	2	3	0,00048792	0,278118608	0,577882781	0,143510691	3	0,086066471	0,221218803	0,499606057	0,193108669	3	0,003787534	0,050194946	0,719067492	0,226950028	3	0,004213184	0,147840559	0,605741978	0,242204234	3	0,00369709	0,188956083	0,524199041	0,283147786	3	0,001120687	0,066495918	0,787836134	0,144547343	1
120041007	4	4	1,25647E-05	0,00388964	0,136010225	0,860087571	4	0,043502914	0,058255945	0,047530412	0,850710729	4	0,003410121	0,028628778	0,39363909	0,57432201	4	3,19198E-05	0,001829186	0,154883772	0,843255103	4	3,65198E-06	0,005077418	0,275266624	0,719652306	4	2,70871E-05	0,000471325	0,305739611	0,693761945	1
130021007	2	2	0,037287545	0,785924528	0,16811473	0,008673197	2	0,153133395	0,653507634	0,140136788	0,053222183	2	0,021125915	0,580203116	0,388829177	0,009841792	2	0,117810488	0,636220634	0,234337598	0,011631237	2	0,054215972	0,733494435	0,207968597	0,004320996	2	0,016450398	0,584186435	0,396559358	0,002803759	1
141211001	2	2	0,238892514	0,557641333	0,199396125	0,004070028	2	0,175925252	0,542610569	0,216828812	0,064635366	2	0,174345298	0,674658967	0,139739044	0,011256691	2	0,268250436	0,682442486	0,048988875	0,000318266	2	0,283044322	0,604089909	0,108142074	0,004723695	2	0,074467763	0,770136118	0,155297995	9,82789E-05	1
141261001	4	4	9,89263E-06	0,001885362	0,087609904	0,910494841	4	0,043500827	0,057874197	0,039211854	0,859413123	4	0,003405321	0,027951554	0,393403785	0,575239341	4	2,36511E-05	0,001024029	0,110547595	0,888404727	4	2,216E-06	0,003713888	0,190765088	0,805518808	4	7,97135E-06	0,000116699	0,208514959	0,791360319	1
141471018	4	4	1,11991E-05	0,001831238	0,215782014	0,78237555	4	0,0441358	0,060970062	0,152771691	0,742122447	4	0,00342819	0,032049447	0,392568572	0,571953791	4	3,93787E-05	0,004510247	0,15977928	0,835671127	4	5,2663E-06	0,006333159	0,250318669	0,743342906	4	2,80806E-05	0,000619183	0,327269018	0,672083735	1
141611001	2	2	0,147110739	0,530499018	0,30599671	0,016393533	2	0,315933055	0,423005508	0,201972849	0,059088587	2	0,073425088	0,594241467	0,321721606	0,010611838	2	0,203516304	0,49440375	0,286002964	0,016076952	2	0,169809893	0,461202309	0,307049521	0,061938277	2	0,027917612	0,558961093	0,406295806	0,006825485	1
141621002	2	2	0,000213576	0,659643782	0,334859748	0,005282895	2	0,091925896	0,492664216	0,340630526	0,074779362	2	0,003709436	0,575793539	0,380520828	0,039976196	2	0,015338682	0,803735077	0,175839052	0,005087152	2	0,015858454	0,823523909	0,152431207	0,00818643	2	0,022710498	0,652106822	0,323263586	0,001919098	1
141651002	3	3	0,001099279	0,442178225	0,533017648	0,023704848	3	0,08937792	0,356398993	0,47078344	0,083439647	2	0,017353831	0,481565279	0,479307565	0,021773325	2	0,009867785	0,55093962	0,405496448	0,033696126	3	0,006842579	0,34904906	0,530641162	0,1134672	3	0,008088467	0,34963724	0,620122313	0,022151951	1
141731038	3	3	0,00017139	0,039865034	0,759966693	0,199996884	3	0,056710199	0,102701416	0,567372087	0,273216298	3	0,003686232	0,050623723	0,701425384	0,244264661	3	0,001882481	0,128869534	0,494911134	0,374336839	3	0,000563631	0,13754975	0,560916412	0,300970207	3	0,000505587	0,022602461	0,700010836	0,276881158	1
141741030	4	4	3,58909E-05	0,009465658	0,493567187	0,496931265	3	0,051610968	0,085224523	0,446409708	0,4167548	3	0,003681025	0,050166067	0,701353238	0,244799669	3	0,002365205	0,107374705	0,534679234	0,355580807	3	0,00202435	0,190763931	0,530668729	0,276542991	3	0,000375469	0,017206505	0,685279071	0,297138929	1
141751017	4	3	0,000607706	0,037056161	0,672181919	0,290154214	3	0,089216347	0,212054372	0,512892821	0,18583646	3	0,003701977	0,050122625	0,710467517	0,235707881	3	0,004421255	0,144183144	0,543058455	0,308337152	3	0,012868098	0,260520232	0,465832533	0,260779136	3	0,000592549	0,026511669	0,764994204	0,207901537	1
141791019	4	4	4,87875E-05	0,003287773	0,452686931	0,543976508	4	0,046186102	0,065071402	0,239549488	0,649193007	4	0,003450055	0,036484443	0,392974629	0,567090872	4	9,35184E-05	0,012669334	0,26898703	0,718250096	4	4,63133E-05	0,028781294	0,439046993	0,5321254	4	5,95603E-05	0,001743215	0,419855893	0,578341305	1
141791046	4	3	5,63804E-05	0,010196061	0,715121388	0,274626171	3	0,055760202	0,090195191	0,552198738	0,301845868	3	0,003651333	0,0391332	0,602708369	0,354507098	4	0,000201847	0,010494151	0,446462721	0,542841256	3	0,000289596	0,035211031	0,496817968	0,467681405	3	0,000217585	0,009526297	0,600743949	0,389512211	1
141811001	3	3	0,000121269	0,421758901	0,556541304	0,021578525	3	0,067315368	0,212515065	0,620221874	0,099947693	3	0,003835503	0,153439007	0,720370653	0,122354837	3	0,014359518	0,316852003	0,447281897	0,221506611	3	0,009383229	0,271311135	0,510871183	0,208434452	3	0,001864139	0,08556895	0,767233968	0,145332903	1
141821009	2	3	0,001649866	0,225446704	0,709961963	0,062941467	3	0,072413197	0,185216633	0,618659249	0,123710921	3	0,003841489	0,156434677	0,731047202	0,108676632	3	0,007349148	0,26890552	0,58902818	0,134717181	3	0,011812794	0,364834477	0,515288232	0,108064497	3	0,002184197	0,110279605	0,822864532	0,064671643	1
141871003	3	3	6,98938E-05	0,047264124	0,767702541	0,184963441	3	0,060877982	0,119508712	0,649541117	0,170072189	3	0,003691287	0,046620466	0,716567763	0,233120484	3	0,000541608	0,026310045	0,599935234	0,373213112	3	0,001551961	0,096728021	0,605334496	0,296385523	3	0,000481068	0,023710642	0,723553061	0,252255201	1
141921024	2	2	0,075087672	0,850847876	0,070135325	0,003929128	2	0,255774129	0,646265277	0,055303547	0,042657047	2	0,183700792	0,649060036	0,156629754	0,010609418	2	0,259395361	0,713918567	0,026625413	6,06661E-05	2	0,206449065	0,709133591	0,083434635	0,000982709	2	0,121791214	0,779971421	0,098212898	2,44359E-05	1
141921041	2	2	0,028195443	0,668351059	0,299323936	0,004129562	2	0,158230779	0,563402255	0,216420449	0,061946517	2	0,138414698	0,620247832	0,231126706	0,010210764	2	0,221305549	0,730258822	0,048225172	0,000210446	2	0,341819962	0,550505346	0,104358781	0,003315912	2	0,078255534	0,775059819	0,146606147	7,85363E-05	1
141981003	2	3	0,000214099	0,405325167	0,580282203	0,014178531	3	0,081234132	0,326927795	0,508911155	0,082926917	2	0,010619461	0,578963465	0,379048338	0,031368736	2	0,02491826	0,764063776	0,199929625	0,011088283	2	0,023906468	0,702094388	0,240368651	0,033630493	2	0,022839168	0,616877556	0,357073039	0,003210293	1
141991002	3	3	5,67075E-05	0,010074935	0,536413141	0,453455217	4	0,049379202	0,079980448	0,319290187	0,551350163	3	0,003797239	0,037958326	0,710997248	0,247247187	3	0,00316733	0,056898821	0,652994752	0,286939114	4	0,000291806	0,037860617	0,400025943	0,561821634	3	0,000888578	0,030524012	0,657846451	0,310740948	1
141991003	3	3	0,000110063	0,019577677	0,754454944	0,225857316	3	0,058041488	0,095197368	0,610665639	0,236095505	3	0,003645658	0,040120577	0,705641289	0,250592476	3	0,000497762	0,041021012	0,559634089	0,398847193	3	0,002729992	0,117647414	0,506477803	0,373144791	3	0,00024538	0,011095685	0,649196148	0,339462787	1
142111001	3	3	9,60969E-05	0,124537692	0,686417053	0,188949158	3	0,062753881	0,127559083	0,423348511	0,386338525	3	0,019402946	0,121439311	0,771191395	0,087966347	3	7,96413E-07	0,19444789	0,798153937	0,007397417	3	1,13529E-07	0,19691144	0,590687827	0,212400619	3	0,003349627	0,15478158	0,780987442	0,060881294	1
142211001	2	2	0,000215821	0,666699502	0,322738251	0,010346426	3	0,085525428	0,406814481	0,424613615	0,083046476	3	0,007394295	0,301780154	0,587647989	0,103177562	2	0,000193409	0,549001515	0,424167007	0,026638117	2	0,021981636	0,63187338	0,333390175	0,012754808	3	0,011000736	0,388658434	0,583611786	0,016729003	1
142211281	2	2	0,003841328	0,614451753	0,374429582	0,007277337	3	0,08590906	0,363129764	0,467476526	0,08348465	2	0,010656671	0,58445341	0,374774385	0,030115534	2	0,051581353	0,81045413	0,131870404	0,006094092	2	0,036288639	0,825096016	0,13007563	0,008539715	2	0,028693244	0,693024993	0,27723068	0,001051131	1
142211285	2	2	0,000673539	0,647391818	0,345064508	0,006870135	2	0,097383577	0,457546467	0,36725677	0,077813185	2	0,073228058	0,620457346	0,295751729	0,010562867	2	0,068690643	0,788469315	0,139006704	0,003833289	2	0,080613872	0,58637677	0,3049672	0,028042158	2	0,0274185	0,670627713	0,300852627	0,001101114	1
142241004	3	3	0,000346594	0,064092099	0,640291047	0,29527026	3	0,059660248	0,128808479	0,460959223	0,35057205	4	0,003460071	0,037279829	0,39071809	0,56854201	4	0,000655171	0,017291725	0,317481816	0,664571285	4	0,012679223	0,132248203	0,402821827	0,452250747	3	0,000233348	0,007390576	0,525122225	0,467253864	1
142271003	3	3	5,35025E-05	0,011166201	0,653821806	0,33495849	3	0,052493289	0,083377874	0,464601045	0,399527793	3	0,003633618	0,050383858	0,698586996	0,247395528	4	0,00235665	0,094924822	0,432130575	0,470588028	3	0,001630159	0,159577878	0,465787867	0,373004097	3	0,000816525	0,032885082	0,672350287	0,293948054	1
142291001	2	3	0,00029906	0,211679749	0,7389294	0,04909179	3	0,067283926	0,202606521	0,64629098	0,083818572	2	0,003660269	0,571450178	0,380610652	0,044278901	2	0,013651022	0,667046845	0,291733116	0,027569057	2	0,016681928	0,769556419	0,19715179	0,016609863	3	0,011551138	0,47357747	0,503596187	0,011275169	1
142521004	4	3	0,000143945	0,021561491	0,6258281	0,352466464	3	0,056906433	0,10508735	0,549247588	0,288758629	3	0,00348172	0,048082854	0,497638471	0,450796954	3	0,001012202	0,102271266	0,472523987	0,424192548	3	0,003234154	0,312189244	0,577107485	0,107469116	3	0,000416759	0,018856753	0,682023108	0,298703432	1
142631001	4	4	1,27269E-05	0,005170657	0,105266153	0,889550463	4	0,043416208	0,058126079	0,041318383	0,857139331	4	0,003428468	0,029679773	0,392268412	0,574623348	4	2,71963E-05	0,003009078	0,174063861	0,822899818	4	3,3037E-05	0,016766115	0,345002349	0,638198499	4	2,47872E-05	0,000471109	0,291017264	0,708486915	1
142721001	3	3	3,87306E-05	0,019997661	0,718564329	0,261399279	3	0,054167414	0,089949336	0,596862702	0,259020548	3	0,003676486	0,041623542	0,707078341	0,247621631	3	0,00734038	0,109541327	0,490860969	0,392257363	3	0,001982718	0,201373369	0,560687601	0,235956312	3	0,000557032	0,023985665	0,706319273	0,269137949	1
142921002	2	3	0,000199409	0,272597093	0,707512431	0,019691067	3	0,059497129	0,150713499	0,706546858	0,083242514	2	0,003681833	0,569452384	0,385570276	0,041295508	2	0,026347395	0,561667442	0,379486591	0,032498535	2	0,018877693	0,523552906	0,403907227	0,053662175	3	0,009592064	0,420670033	0,560142398	0,009595503	1
142961004	4	4	1,42269E-05	0,007120227	0,380303238	0,612562309	4	0,044876505	0,06597747	0,164368238	0,724777787	4	0,00343804	0,031820777	0,392689112	0,572052071	4	0,000219194	0,005825348	0,237996876	0,755958617	4	0,000420425	0,046723996	0,357062229	0,595793349	4	4,83113E-05	0,001070347	0,357431799	0,641449571	1
143161001	4	3	0,00011951	0,018346536	0,61052549	0,371008465	4	0,049190682	0,074581226	0,287911813	0,588316279	4	0,003423526	0,045338253	0,39034616	0,560892061	3	0,000295074	0,063547969	0,468627155	0,467529804	3	0,000241414	0,10550702	0,545189435	0,349062132	3	0,00028815	0,009784291	0,566936493	0,422991037	1
143181020	4	3	6,90262E-05	0,054709321	0,751292559	0,193929093	3	0,057499689	0,111908274	0,580060879	0,250531158	4	0,00345499	0,042028378	0,390022143	0,564494489	4	0,001243418	0,041013118	0,365575016	0,59216851	4	0,000349127	0,051163929	0,349721596	0,598765348	3	0,000164714	0,005864335	0,516681969	0,477288961	1
143781004	3	3	0,000197601	0,098161451	0,782336203	0,119304745	3	0,063454468	0,140026294	0,655991997	0,140527241	3	0,003923641	0,215789369	0,724435344	0,055851645	3	0,012480412	0,276784718	0,539222181	0,171512738	3	0,008072708	0,242800515	0,573303675	0,175823103	3	0,002173888	0,11431928	0,792021751	0,09148512	1
143831001	4	4	1,01894E-05	0,002207266	0,304446744	0,693335801	4	0,044616002	0,063023619	0,189448115	0,702912264	4	0,003447945	0,035543769	0,392209442	0,568798844	4	0,000158395	0,014529048	0,266177356	0,719135165	4	2,27657E-05	0,01538968	0,328877685	0,65570987	4	6,24866E-05	0,001877	0,419863105	0,57819742	1
143861001	4	4	2,7614E-05	0,002800209	0,452402494	0,544769682	4	0,047074551	0,067640854	0,28044612	0,604838475	3	0,003547693	0,04465281	0,486888768	0,464910729	4	0,000410444	0,039148122	0,430128843	0,530312598	3	0,000105877	0,051972015	0,480821351	0,467100757	3	0,000157175	0,006198125	0,563871562	0,429773152	1
144221003	4	4	9,56682E-06	0,002663899	0,263747501	0,733579033	4	0,043808907	0,059945422	0,126722612	0,769523059	4	0,003425644	0,02890746	0,395066494	0,572600403	4	9,34899E-05	0,002453285	0,21621567	0,781237602	4	2,66016E-05	0,016466666	0,281252165	0,702254568	4	3,20604E-05	0,000603754	0,322296411	0,677067816	1
144381008	4	3	7,04638E-05	0,047343798	0,883279003	0,069306735	3	0,054183793	0,094942773	0,745576525	0,105296909	3	0,003741738	0,051910654	0,72777234	0,216575268	3	0,003654374	0,179180697	0,674334943	0,142829999	3	0,000227066	0,257157698	0,610143193	0,132472042	3	0,006868271	0,288933694	0,661298633	0,042899389	1
144441029	3	3	0,000183094	0,053951271	0,891509856	0,054355779	3	0,059169611	0,120086311	0,706173219	0,11457086	3	0,003596191	0,048780262	0,708556347	0,2390672	3	0,000985483	0,12448886	0,661193013	0,213332638	3	0,000240742	0,120050611	0,773110568	0,106598079	3	0,001553712	0,08055789	0,827728987	0,090159379	1
144491004	3	3	0,008273246	0,261407291	0,696151732	0,034167732	3	0,089231621	0,190871423	0,617111775	0,102785181	3	0,003885643	0,218536082	0,731297231	0,046281045	3	0,014300492	0,208148241	0,584797859	0,192753494	3	0,0144469	0,347580298	0,567533218	0,070439584	3	0,00277039	0,129277617	0,806976795	0,060975123	1
144521002	3	3	0,00035815	0,257291836	0,723753541	0,018596473	3	0,061297953	0,152774878	0,676690644	0,109236526	3	0,00391702	0,212153589	0,738661945	0,045267446	3	0,014533651	0,290823877	0,611753583	0,082888879	3	0,031831519	0,3344707	0,490080593	0,143617187	3	0,004790103	0,242681593	0,706575692	0,045952562	1
144651004	3	3	0,000232316	0,066743898	0,899355246	0,03366854	3	0,059325099	0,133179078	0,709552379	0,097943444	3	0,003749642	0,217151609	0,730184248	0,048914501	3	0,003155318	0,144734502	0,657242894	0,194867224	3	0,008470142	0,287627397	0,599038997	0,104863464	3	0,002265044	0,105549976	0,818520486	0,073664561	1
144911001	2	2	0,000157548	0,813629703	0,183289741	0,002923008	2	0,116689663	0,594724024	0,232890898	0,055695415	2	0,018918017	0,579303876	0,392106959	0,009671148	2	0,017707825	0,692045867	0,282146245	0,008100051	2	0,010739941	0,670888933	0,313089592	0,005281534	3	0,008324849	0,40231216	0,57774806	0,011614944	1
144931001	2	2	0,000271533	0,710973699	0,283124989	0,005629779	2	0,107799701	0,541461681	0,29280342	0,057935198	2	0,015571156	0,57368622	0,391249091	0,019493533	2	0,033993587	0,563822091	0,379667342	0,022517018	2	0,010595635	0,671574669	0,306450781	0,011378915	3	0,009702149	0,418558687	0,562952697	0,008786499	1
145121002	3	3	5,62068E-05	0,048271781	0,626654885	0,325017127	3	0,056345587	0,104098404	0,595435296	0,244120712	3	0,003808037	0,048946581	0,722165462	0,225079919	3	0,019232534	0,184344605	0,46717748	0,329245329	3	0,00535784	0,254621535	0,528987893	0,211032732	3	0,002035578	0,095311731	0,768573642	0,134079009	1
145121009	3	3	0,00010662	0,084473052	0,889964594	0,025455734	3	0,057744152	0,123822515	0,728277662	0,090155671	3	0,003762186	0,398266585	0,504281916	0,093689314	2	0,008585377	0,468611717	0,448869616	0,073933251	3	0,007055294	0,338388129	0,538023801	0,116532776	3	0,006910453	0,3159886	0,645717382	0,031383615	1
145211001	3	3	0,000195909	0,094328719	0,876560789	0,028914583	3	0,058724352	0,127992984	0,718595463	0,094687201	3	0,003771243	0,398768453	0,506788195	0,090672108	2	0,010549848	0,497890413	0,426368475	0,065191276	3	0,006915972	0,335832419	0,538986367	0,118265241	3	0,006873418	0,319870591	0,645108521	0,028147502	1
145221001	3	3	3,75391E-05	0,023082994	0,747579301	0,229300167	3	0,053240321	0,085543334	0,659186646	0,202029699	3	0,003720727	0,101662732	0,722549806	0,172066735	3	0,005607429	0,172987446	0,616596758	0,204808429	3	0,002322421	0,205326016	0,65584602	0,136505543	3	0,001239273	0,056374971	0,805020928	0,13736479	1
145531001	3	3	3,67625E-05	0,066815147	0,765971248	0,167176843	3	0,060116208	0,118376421	0,609698741	0,21180863	3	0,003846066	0,099724799	0,727564734	0,168864402	3	0,015410226	0,194805473	0,526960969	0,262823313	3	0,004941754	0,254959812	0,516761301	0,223337133	3	0,000755648	0,031895347	0,715595901	0,251753062	1
146611001	1	2	0,006834261	0,863030562	0,123675187	0,00645999	2	0,195428119	0,65003975	0,105341233	0,049190898	2	0,124974588	0,637258995	0,227385539	0,010380878	2	0,277510315	0,648508132	0,0731351	0,00084655	2	0,046096616	0,87437321	0,079333154	0,00019702	2	0,046867166	0,716482162	0,23618643	0,000464332	1
146621001	3	3	0,000227426	0,061625153	0,894712671	0,04343475	3	0,055195447	0,105713305	0,722572998	0,11651825	3	0,003749024	0,050115364	0,723944475	0,222191137	3	0,003237216	0,138718888	0,670826614	0,18721734	3	0,008574826	0,158365375	0,501698957	0,331360842	3	0,001967593	0,098280996	0,779993236	0,119758256	1
146641014	3	3	4,57441E-05	0,025795568	0,928788253	0,045370434	3	0,051385604	0,081982757	0,766001414	0,100630224	3	0,003549276	0,047030965	0,702260223	0,247159536	3	0,00043358	0,083600409	0,640462339	0,275503665	3	6,62493E-05	0,070161683	0,800653097	0,12911897	3	0,001022141	0,051989447	0,820672095	0,126316369	1
146721001	2	3	5,26633E-05	0,473421847	0,518166936	0,008358554	3	0,076917014	0,287518259	0,56582908	0,069735648	2	0,003560046	0,568251768	0,390446786	0,0377414	2	0,003110148	0,491740942	0,490776122	0,014372845	2	0,002212658	0,58427723	0,408594248	0,004915863	3	0,004917122	0,226008296	0,738808095	0,030266488	1
146731013	2	3	0,000387821	0,123469003	0,846933686	0,029209489	3	0,063205656	0,164086592	0,664452194	0,108255558	3	0,003770241	0,215783954	0,73085772	0,049588085	3	0,002201902	0,164229512	0,673403502	0,160165161	3	0,005294306	0,299990101	0,623475145	0,071240447	3	0,002225762	0,102754086	0,818630576	0,076389641	1
146741014	2	2	0,002091068	0,729862539	0,258490586	0,009555807	2	0,13041432	0,607954151	0,206593171	0,055038358	2	0,007589246	0,577156692	0,386506894	0,028747169	2	0,061925411	0,740467727	0,1942233	0,003383608	2	0,004527039	0,774680338	0,214915615	0,005877008	2	0,022706768	0,640617251	0,334924519	0,001751474	1
146741016	3	3	8,76738E-05	0,02991961	0,917415959	0,052576757	3	0,053285988	0,092385746	0,748612682	0,105715584	3	0,003543341	0,047111029	0,702489618	0,246856012	3	0,000137462	0,034389276	0,726941109	0,238532126	3	0,001501536	0,11688672	0,724150016	0,157461728	3	0,000742036	0,037732884	0,759988904	0,201536089	1
146821004	4	3	2,48312E-05	0,010045775	0,62761224	0,362317153	3	0,053136651	0,080593954	0,653511984	0,212757411	3	0,003561032	0,03823035	0,704513071	0,253695547	3	6,8682E-05	0,025238032	0,686003089	0,288690239	3	0,000186674	0,066140833	0,710328667	0,223343826	3	0,000469041	0,020301316	0,696748614	0,282481074	1
147111001	4	4	3,23961E-05	0,014436942	0,440204545	0,545326117	4	0,045501438	0,066019617	0,228202371	0,660276574	3	0,003675611	0,035243515	0,5045865	0,456494373	4	2,41977E-06	0,021810586	0,293434262	0,684752762	4	2,74105E-07	0,010658938	0,280557084	0,708783704	3	0,001891465	0,079527415	0,780569077	0,138012037	1
147121001	2	2	0,000708298	0,615730574	0,375090393	0,008470736	3	0,083104453	0,339828418	0,470074988	0,10699214	2	0,007591438	0,58287914	0,37926728	0,030262142	2	0,063333213	0,741244137	0,180648059	0,014774495	2	0,03393372	0,624412746	0,265146865	0,07650667	2	0,024204642	0,663017631	0,311167002	0,0016107	1
147181086	4	4	9,5314E-06	0,001923337	0,092188806	0,905878326	4	0,043553758	0,057828489	0,034955696	0,863662057	4	0,003392198	0,027221256	0,394465133	0,574921413	4	5,7918E-06	0,000597562	0,090770736	0,908625901	4	1,98409E-07	0,000553417	0,096364466	0,903081918	4	6,38612E-06	0,000109062	0,208206236	0,791678369	1
147211001	4	4	1,36394E-05	0,006362169	0,127538921	0,866085271	4	0,043386803	0,058463765	0,045734371	0,852415061	4	0,003564916	0,029224162	0,392774518	0,574436404	4	3,51068E-07	0,001752672	0,105314381	0,892932594	4	1,27683E-08	0,000711869	0,082038458	0,91724966	4	5,64451E-05	0,001025998	0,360765696	0,638151824	1
147241001	3	3	8,85354E-05	0,12392153	0,636919104	0,239070831	3	0,058125219	0,122269892	0,575331805	0,244273084	3	0,003731734	0,047876998	0,70974608	0,238645188	3	0,010356204	0,210202545	0,438060552	0,341380686	3	0,004189358	0,211000138	0,54090407	0,243906434	3	0,001833896	0,081157528	0,740825832	0,176182762	1
147251002	4	3	0,000293994	0,389120509	0,59859447	0,011991027	3	0,073925406	0,253634129	0,59106659	0,081373875	3	0,003899464	0,213116811	0,733198979	0,049784745	3	0,009292752	0,316805512	0,584724844	0,089176916	3	0,021042072	0,409770617	0,462412118	0,106775192	3	0,002927217	0,159331307	0,777660847	0,060080647	1
147251013	4	3	6,00947E-05	0,041784157	0,935724448	0,0224313	3	0,053329962	0,09659028	0,769080939	0,080998819	3	0,003742435	0,113536571	0,740350741	0,142370253	3	0,000419521	0,094756879	0,757554173	0,147269353	3	0,001886809	0,1516558	0,660613443	0,185843949	3	0,001276321	0,058071643	0,828388631	0,112263359	1
147281015	4	3	0,000143054	0,020830961	0,868198663	0,110827322	3	0,052976291	0,084459116	0,682271402	0,180293191	3	0,003592739	0,050554266	0,70840262	0,237450376	3	0,000207008	0,03928164	0,625949025	0,334562391	3	0,00167961	0,112438418	0,659672095	0,226209876	3	0,000810563	0,042654172	0,794825554	0,161709696	1
147321001	3	3	3,00695E-05	0,035393107	0,708365098	0,256211726	3	0,054829352	0,096798261	0,673082185	0,175290201	3	0,003586771	0,095019388	0,620249947	0,281143894	3	0,006651639	0,137409419	0,482168198	0,373770744	3	0,001500904	0,118400879	0,564976128	0,315122089	3	0,000584917	0,025550973	0,731291592	0,242572516	1
147411001	4	3	9,29098E-05	0,197505566	0,686050357	0,116351167	3	0,058706073	0,129198556	0,653495315	0,158600056	3	0,00371471	0,433047383	0,516934376	0,046303531	2	0,000156988	0,584386885	0,404020935	0,011435204	3	2,03098E-07	0,000643121	0,630855566	0,36850111	3	0,005360865	0,244272053	0,708377719	0,041989468	1
