LakeCode	meanTP	minmaxTP	maxTP	meanTN	minmaxTN	maxTN	meanTurb	minmaxTurb	maxTurb	meanWC	minmaxWC	maxWC	meanCond	minmaxCond	maxCond	meanWT	minmaxWT	maxWT	surface_mean_WT	bottom_mean_WT	deltaT	abs_deltaT	thermal_class	n_surface	n_bottom	bottom_DO_mean	bottom_DO_min	surface_DO_mean	surface_DO_min	bottom_pH_min	bottom_pH_mean	bottom_pH_max	surface_pH_min	surface_pH_mean	surface_pH_max	expert	area_m2	SECCIDEPTH	NEWDEPTH	CoordYKJ_East	tyyppi_Lv	tyyppi_Kh	tyyppi_Mh	tyyppi_MRh	tyyppi_MVh	tyyppi_Ph	tyyppi_Vh	tyyppi_PoLa	tyyppi_Rh	tyyppi_Rk	tyyppi_Rr	tyyppi_Sh	tyyppi_SVh	minmaxTCond	ecologystatus
100011008	39.0	39.0	45.0	650.0	656.6666666666666	710.0	5.45	5.666666666666667	6.4	85.0	86.66666666666667	90.0	4.666666666666667	4.666666666666667	4.9	21.23333333333333	21.866666666666664	22.8	21.15	18.0	3.1499999999999986	3.1499999999999986	2.0	4.0	4.0	2.35	0.2	8.025	7.1	6.2	6.400000000000001	6.6	6.5	6.5	6.5	0.0	2388565.304	0.911	6.0	3543194.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.666666666666667	2
100031008	33.0	33.0	33.0	595.0	595.0	670.0	6.0	6.0	6.8	205.0	205.0	230.0	5.15	5.15	6.5	20.45	20.45	21.4	20.45	19.5	0.9499999999999992	0.9499999999999992	1.0	2.0	1.0	8.3	8.3	7.699999999999999	7.2	6.5	6.5	6.5	6.6	6.6	6.6	0.0	1019982.131	0.7	3.7	3532180.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15	3
10111001	23.0	23.0	23.0	710.0	840.0	840.0	6.25	8.4	8.4	37.5	40.0	40.0	8.05	8.1	8.1	19.7	23.0	23.0	19.7	14.4	5.299999999999999	5.299999999999999	3.0	2.0	2.0	1.3	0.8	8.8	8.3	6.8	6.925	7.05	7.35	7.785	8.22	0.0	1080741.691	1.975	7.125	3689060.75	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1	1
10131001	17.5	18.0	18.0	455.0	470.0	470.0	1.15	1.3	1.3	170.0	200.0	200.0	2.25	2.3	2.3	14.65	18.6	18.6	14.65	6.85	7.800000000000001	7.800000000000001	3.0	2.0	2.0	3.55	1.4	8.55	7.8	5.9	5.95	6.0	6.2	6.300000000000001	6.4	0.0	971643.6422	1.4	17.0	3679064.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.3	3
10141002	38.0	38.0	38.0	810.0	810.0	810.0	4.3	4.3	4.3	250.0	250.0	250.0	10.0	10.0	10.0	13.2	13.2	13.2	13.2	4.5	8.7	8.7	3.0	1.0	1.0	0.2	0.2	6.3	6.3	6.64	6.64	6.64	6.99	6.99	6.99	0.0	242620.789	1.012	18.4	3680395.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	2
10211014	19.0	19.0	19.0	510.0	510.0	510.0	1.4	1.4	1.4	200.0	200.0	200.0	2.0	2.0	2.0	20.6	20.6	20.6	20.6	11.3	9.3	9.3	3.0	1.0	1.0	6.6	6.6	7.4	7.4	5.81	5.81	5.81	6.07	6.07	6.07	0.0	855767.8283	1.133	9.8	3685943.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3
10231001	25.120553240740755	27.609685185185185	28.108333333333327	420.0	420.0	420.0	0.94	0.94	0.94	180.0	180.0	180.0	1.8	1.8	1.8	14.1	14.1	14.1	14.1	5.0	9.1	9.1	3.0	1.0	1.0	3.6	3.6	7.6	7.6	5.5	5.5	5.5	5.8	5.8	5.8	0.0	2532112.586	1.4	12.257	3697108.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	3
10271001	19.0	19.0	19.0	550.0	550.0	550.0	1.5	1.5	1.5	120.0	120.0	120.0	2.4	2.4	2.4	21.3	21.3	21.3	21.3	15.213996672820631	5.961633672309517	5.7625027724665205	2.893882829642681	1.0	1.128888888888889	4.882173698068453	2.729672222222222	8.7	8.7	6.4125388888888954	6.486608796296301	6.552883333333322	6.79	6.79	6.79	0.0	191025.1592	1.667	1.867	3690064.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	3
10271002	20.0	25.0	25.0	490.0	500.0	500.0	1.4500000000000002	1.6	1.6	120.0	130.0	130.0	2.4	2.5	2.5	20.05	21.8	21.8	20.05	11.8	8.25	8.25	3.0	1.0	1.0	4.9	4.3	8.4	8.3	6.13	6.15	6.17	6.43	6.63	6.83	0.0	1403315.004	1.58	5.817	3690158.3333333335	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	3
10271005	18.0	18.0	18.0	260.0	260.0	290.0	0.515	0.515	0.59	15.0	15.0	15.0	2.05	2.05	2.2	19.200000000000003	19.200000000000003	23.6	19.200000000000003	7.866666666666667	11.333333333333336	11.333333333333336	3.0	2.0	3.0	3.766666666666667	1.2	9.05	8.9	6.2	6.2	6.2	6.8	6.8	6.8	0.0	738764.9175	4.42	11.3	3696113.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	3
10321001	16.2	16.6	21.0	466.1666666666667	516.0	600.0	2.163888888888889	2.216666666666667	3.1	135.0	150.0	150.0	3.266666666666667	3.5	3.5	17.01388888888889	19.516666666666666	23.0	16.88611111111111	10.2875	6.598611111111111	6.598611111111111	3.0	5.5	6.0	1.7699999999999998	0.0	8.078333333333333	7.3	5.9	5.958749999999999	6.08	5.9	6.237500000000001	6.83	0.0	506258.0141999999	1.432	7.562	3678825.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	3
10321014	6.9	6.9	7.8	320.0	325.0	340.0	0.9075	1.005	1.2	47.5	50.0	50.0	2.725	2.75	2.8	18.475	19.65	24.1	19.566666666666663	10.433333333333334	9.133333333333333	9.133333333333333	3.0	3.0	3.0	5.166666666666667	3.0	8.733333333333334	7.9	6.18	6.19	6.2	6.92	6.9350000000000005	6.95	0.0	1336183.179	2.9	12.2	3670554.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	3
10331001	11.75	12.0	15.0	393.75	433.3333333333333	500.0	1.8041666666666667	2.65	3.1	70.0	70.0	70.0	2.9541666666666666	3.1833333333333336	3.5	16.320833333333333	18.266666666666666	23.5	16.286363636363635	9.7	5.9	5.9	3.0	6.0	1.0	7.8	7.8	9.068181818181818	8.1	6.6	6.6	6.6	6.9	6.925000000000001	7.0	0.0	2869259.2	1.761	3.519	3672327.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1833333333333336	3
10331008	11.25	12.25	16.0	405.8333333333333	418.3333333333333	470.0	1.45	1.5333333333333332	1.7	89.11576145519943	95.22555555555553	108.42499999999998	3.358333333333333	3.4	3.7	17.158333333333335	18.316666666666663	21.7	17.0	8.03	8.97	8.97	3.0	11.0	10.0	3.506	0.14	8.845454545454546	8.0	6.3	6.3	6.3	6.9	6.95	7.0	0.0	2149934.725	2.559	12.722	3669844.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	3
10341001	22.379929167470127	24.95442037037037	26.74611111111111	315.0	330.0	330.0	0.285	0.37	0.37	32.5	35.0	35.0	2.9	2.9	2.9	19.4	21.2	21.2	19.4	6.65	12.749999999999998	12.749999999999998	3.0	2.0	2.0	9.95	8.8	9.4	8.5	6.7	6.75	6.8	7.1	7.15	7.2	0.0	3722237.978	4.625	27.625	3666287.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	4
10341002	11.0	11.0	12.0	490.0	490.0	490.0	1.2999999999999998	1.2999999999999998	1.4	96.155954875615	101.75581481481487	109.48277777777776	2.75	2.75	2.9	21.45	21.45	23.7	21.45	16.7	4.75	4.75	2.0	2.0	2.0	6.0	3.0	5.9	3.5	6.2	6.2	6.2	6.6	6.6	6.6	0.0	449532.0727	1.95	5.667	3668562.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	3
10351007	7.5	8.0	8.0	310.0	320.0	320.0	0.7375	0.77	0.77	60.0	60.0	60.0	3.6	3.6	3.6	15.3	15.6	15.6	15.3	9.45	5.850000000000001	5.850000000000001	3.0	1.5	2.0	9.2	9.0	9.375	9.3	6.28	6.335	6.39	6.56	6.5725	6.59	0.0	2675723.286	2.5	9.967	3674487.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	3
10361001	12.5	13.0	13.0	427.5	450.0	520.0	1.1974999999999998	1.45	1.7	115.0	130.0	170.0	2.725	2.75	2.8	15.025	15.2	17.5	14.2	9.533333333333331	4.666666666666668	4.666666666666668	2.0	3.0	3.0	4.3	0.4	8.666666666666666	7.9	5.95	5.95	5.95	6.11	6.11	6.11	0.0	860670.4939	2.062	11.05	3682755.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	3
10361005	10.0	10.0	10.0	340.0	340.0	340.0	1.2	1.2	1.2	60.0	60.0	60.0	2.5	2.5	2.5	14.6	14.6	14.6	14.6	14.3	0.2999999999999989	0.2999999999999989	1.0	1.0	1.0	8.9	8.9	9.1	9.1	6.57	6.57	6.57	6.61	6.61	6.61	0.0	636770.4002	2.2	6.0	3689145.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	3
10431018	11.0	11.0	11.0	320.0	340.0	340.0	3.035880480077471	3.8549768518518515	4.462111111111114	93.15226278659615	98.75694444444444	107.48333333333335	4.485330619384267	4.627290370370366	4.734694444444445	17.771653709813197	19.124328703703704	20.874500000000015	17.77041243166981	11.735057238456632	6.384902574140804	6.3155272965417355	2.9734066219260833	3.5620833333333324	5.632123015873015	5.495797063238098	2.0577722222222214	8.530122137564796	7.843055555555557	6.415805555555565	6.490026851851861	6.563461111111102	6.780788888888878	6.852377314814817	6.9156611111111275	0.0	790832.3609	1.74	8.22	3676066.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.626669259259253	3
10431025	7.0	7.0	7.0	290.0	290.0	290.0	0.84	0.84	0.84	98.38753527336863	103.26500000000001	109.43888888888885	2.9	2.9	2.9	18.6	18.6	18.6	18.6	12.178865402472388	6.3522860657766635	6.263965249862495	2.994350981075119	1.0	1.2277777777777783	4.917300610593566	3.1281944444444423	8.5	8.5	6.41968333333334	6.489487962962974	6.549261111111103	7.0	7.0	7.0	0.0	678989.6718	0.872	11.0	3678959.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	3
10441010	8.5	9.5	11.0	327.5	340.0	370.0	0.855	0.855	1.0	87.5	90.0	100.0	2.225	2.25	2.3	16.25	16.7	17.2	15.933333333333332	8.466666666666667	7.466666666666665	7.466666666666665	3.0	3.0	3.0	5.7	3.1	8.666666666666666	8.3	6.09	6.09	6.09	6.69	6.69	6.69	0.0	3309957.679	2.109	16.0	3669014.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	4
10441014	20.0	20.0	20.0	540.0	550.0	560.0	1.35	1.4	1.5	80.0	90.0	90.0	2.425	2.45	2.5	18.5	19.6	20.5	17.833333333333332	12.142571339730605	6.27980784089574	6.180155249680195	2.9818418357005316	3.0	3.0845370370370384	5.8548973420559	2.523972222222222	8.966666666666667	8.2	6.400472222222228	6.480281388888894	6.552438888888875	6.7	6.7	6.7	0.0	584928.2559	1.62	5.167	3669283.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	4
10451011	33.0	33.0	33.0	410.0	430.0	430.0	1.35	1.5	1.5	80.0	90.0	90.0	2.4	2.5	2.5	15.6	16.4	16.4	15.6	13.2	2.4000000000000004	2.4000000000000004	2.0	2.0	2.0	7.25	5.2	9.15	9.0	6.17	6.59	7.01	6.23	6.62	7.01	0.0	588847.5551	2.1	4.933	3681096.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	3
10461001	25.0	25.0	28.0	680.0	680.0	680.0	2.4	2.4	2.5	99.54651793062905	104.9150925925926	111.15	2.95	2.95	3.2	20.85	20.85	23.5	20.85	14.3	6.550000000000001	6.550000000000001	3.0	2.0	2.0	2.105	0.51	7.85	7.8	6.1	6.1	6.1	6.3	6.3	6.3	0.0	1040373.202	1.05	4.633	3682384.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	3
10471001	24.0	24.0	24.0	500.0	500.0	500.0	2.5	2.5	2.5	99.3401917989418	105.32583333333332	110.3	3.0	3.0	3.0	20.1	20.1	20.1	20.1	14.052994845328286	6.184387359288765	6.018294676861398	2.9868167701863353	1.0	1.1369444444444445	4.7217656161419495	2.677644444444444	8.5	8.5	6.4083111111111215	6.485991666666672	6.553988888888874	6.8	6.8	6.8	0.0	1771684.14	0.825	5.65	3687207.375	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3
10471006	15.0	15.0	15.0	505.0	505.0	510.0	1.2999999999999998	1.2999999999999998	1.4	110.0	110.0	120.0	4.1	4.1	4.2	16.4	16.4	20.2	16.4	7.25	9.15	9.15	3.0	2.0	2.0	4.5	2.1	8.55	7.7	6.28	6.28	6.28	6.74	6.74	6.74	0.0	1030396.553	1.592	13.0	3692341.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	3
10641001	24.98355291005292	26.862775925925906	27.38055555555556	350.0	350.0	350.0	1.1	1.1	1.1	80.0	80.0	80.0	2.9	2.9	2.9	15.9	15.9	15.9	15.9	13.8	2.1	2.1	2.0	1.0	1.0	6.8	6.8	8.9	8.9	6.49	6.49	6.49	6.76	6.76	6.76	0.0	533655.1444	1.833	5.067	3666942.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	3
10641013	17.0	17.0	21.0	580.0	580.0	580.0	2.6	2.6	2.8	96.40694341563787	101.70694444444452	107.81388888888891	5.25	5.25	5.3	21.05	21.05	23.4	21.05	12.0	9.049999999999995	9.049999999999995	3.0	2.0	2.0	0.1	0.0	8.25	8.1	6.6	6.6	6.6	7.0	7.0	7.0	0.0	503407.8375	1.45	6.0	3665154.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.25	3
10641019	24.054059599605985	26.409212962962947	27.373333333333335	330.0	330.0	330.0	1.0	1.0	1.0	60.0	60.0	60.0	2.6	2.6	2.6	15.9	15.9	15.9	15.9	8.8	7.1	7.1	3.0	1.0	1.0	5.5	5.5	9.3	9.3	6.2	6.2	6.2	6.84	6.84	6.84	0.0	1127027.49	2.35	11.5	3665169.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	4
10651021	4.0	5.0	5.0	186.66666666666663	200.0	200.0	0.4666666666666666	0.5	0.5	5.0	5.0	5.0	1.3333333333333333	1.4	1.4	19.933333333333334	21.8	21.8	19.933333333333334	5.3	14.633333333333333	14.633333333333333	3.0	3.0	3.0	4.866666666666667	2.1	8.933333333333332	8.6	5.47	5.57	5.66	6.16	6.3133333333333335	6.55	0.0	452769.4546	6.625	20.75	3663401.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	4
10671001	3.4	3.4	3.4	240.0	240.0	240.0	2.7068262739755395	3.283383888888888	3.8276999999999983	86.97741352687801	94.68478703703701	104.70777777777779	4.484691807655873	4.6265301851851826	4.746616666666667	17.737853120453988	19.087619444444446	20.711777777777787	17.69553806745869	11.323227367377216	6.426494263907201	6.412253875501002	2.974187063565537	3.561166666666665	6.402103174603177	5.7177024703970565	2.47065	8.54036454721755	7.911111111111116	6.418072222222233	6.489613888888897	6.562588888888882	6.779577777777766	6.850337499999999	6.915155555555572	0.0	1639883.4459999998	5.117	19.358	3677261.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.623759999999995	4
10711001	22.700000000000003	23.8	34.0	487.0	498.0	550.0	1.5175	1.7	2.9	95.84352469135803	101.06796296296295	109.75833333333334	2.225	2.25	2.9	17.891666666666666	17.966666666666665	20.2	17.891666666666666	9.033333333333331	8.783333333333333	8.783333333333333	3.0	6.0	6.0	1.6216666666666668	0.61	8.041666666666668	7.2	5.7	5.7	5.7	6.1	6.25	6.4	0.0	583489.7689	1.237	8.189	3686791.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.25	3
10711015	15.0	15.0	15.0	390.0	390.0	390.0	1.2	1.2	1.2	130.0	130.0	130.0	2.1	2.1	2.1	16.9	16.9	16.9	16.9	5.066666666666666	11.833333333333332	11.833333333333332	3.0	1.0	3.0	4.3	1.3	8.1	8.1	5.61	5.61	5.61	6.21	6.21	6.21	0.0	1423703.821	1.5	21.1	3693169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.1	3
10721001	12.0	12.0	12.0	400.0	400.0	400.0	0.76	0.76	0.76	200.0	200.0	200.0	1.8	1.8	1.8	14.9	14.9	14.9	14.9	9.277877248677266	6.329591866964998	6.248729483703113	2.9755211858705666	1.0	1.3525	4.937092742112644	3.0016333333333343	8.1	8.1	6.312094444444447	6.347629775132278	6.294455555555557	5.48	5.48	5.48	0.0	3603246.3522	1.3	6.267	3699323.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	3
10731001	15.0	15.0	15.0	410.0	410.0	410.0	1.0	1.0	1.0	180.0	180.0	180.0	1.9	1.9	1.9	14.6	14.6	14.6	14.6	11.6	3.0	3.0	2.0	1.0	1.0	7.3	7.3	8.4	8.4	5.44	5.44	5.44	5.57	5.57	5.57	0.0	1791882.881	1.25	7.95	3704692.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	3
10731006	12.0	12.0	12.0	400.0	400.0	400.0	0.74	0.74	0.74	200.0	200.0	200.0	1.9	1.9	1.9	15.3	15.3	15.3	15.3	14.9	0.4000000000000003	0.4000000000000003	1.0	1.0	1.0	8.2	8.2	8.3	8.3	5.7	5.7	5.7	5.69	5.69	5.69	0.0	1550596.655	1.2	7.1	3709647.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	3
10751006	15.0	15.0	15.0	360.0	360.0	360.0	0.85	0.85	0.85	100.0	100.0	100.0	2.0	2.0	2.0	14.1	14.1	14.1	14.1	4.6	9.5	9.5	3.0	1.0	1.0	6.2	6.2	9.6	9.6	5.95	5.95	5.95	6.34	6.34	6.34	0.0	685637.6759	2.1	18.5	3690696.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4
10751027	17.0	17.0	17.0	430.0	430.0	430.0	1.2	1.2	1.2	140.0	140.0	140.0	2.1	2.1	2.1	17.6	17.6	17.6	17.6	13.3	4.300000000000001	4.300000000000001	2.0	1.0	1.0	1.9	1.9	8.2	8.2	5.79	5.79	5.79	6.17	6.17	6.17	0.0	1430927.865	1.4	4.775	3697101.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	3
10761012	10.0	10.0	10.0	480.0	480.0	480.0	0.79	0.79	0.79	150.0	150.0	150.0	2.6	2.6	2.6	13.7	13.7	13.7	13.7	10.2	3.5	3.5	2.0	1.0	1.0	7.2	7.2	8.5	8.5	5.78	5.78	5.78	5.93	5.93	5.93	0.0	842752.8846	1.65	7.15	3696849.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.6	3
10811001	24.629480967078194	27.06200925925925	28.678333333333335	380.0	380.0	380.0	0.64	0.64	0.64	80.0	80.0	80.0	1.5	1.5	1.5	22.3	22.3	22.3	22.3	22.2	0.1000000000000014	0.1000000000000014	1.0	1.0	1.0	7.2	7.2	7.4	7.4	5.8	5.8	5.8	5.9	5.9	5.9	0.0	6447696.141	1.362	3.062	3702376.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.5	3
10821008	18.0	18.0	18.0	380.0	380.0	400.0	1.16	1.16	1.4	80.0	80.0	90.0	1.6	1.6	1.6	15.75	15.75	18.7	15.75	12.8	2.95	2.95	2.0	2.0	2.0	7.5	5.4	9.2	8.8	6.0	6.0	6.0	6.46	6.46	6.46	0.0	1006124.527	2.275	5.0	3701767.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	3
10821013	6.8	6.8	6.8	295.0	340.0	340.0	1.055	1.4	1.4	40.0	45.0	45.0	1.5	1.6	1.6	16.15	19.1	19.1	16.15	12.5	3.649999999999999	3.649999999999999	2.0	2.0	2.0	3.25	0.4	8.6	7.6	6.1	6.199999999999999	6.3	6.5	6.55	6.6	0.0	936547.4324	3.7	6.933	3701341.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	4
10911003	13.0	13.0	13.0	420.0	420.0	420.0	0.87	0.87	0.87	110.0	110.0	110.0	2.3	2.3	2.3	22.3	22.3	22.3	22.3	8.3	14.0	14.0	3.0	1.0	1.0	4.8	4.8	7.7	7.7	5.93	5.93	5.93	6.55	6.55	6.55	0.0	1642000.097	1.933	7.333	3695196.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	4
10911030	24.669975859788373	26.88643518518517	27.627777777777787	350.0	350.0	350.0	0.73	0.73	0.73	110.0	110.0	110.0	2.0	2.0	2.0	12.3	12.3	12.3	12.3	5.45	6.8500000000000005	6.8500000000000005	3.0	1.0	2.0	5.550000000000001	5.4	8.4	8.4	5.7	5.7	5.7	6.2	6.2	6.2	0.0	471518.8879	1.667	12.833	3695095.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	3
10911034	23.248067855441487	25.826244444444445	26.591666666666665	340.0	340.0	340.0	0.66	0.66	0.66	70.0	70.0	70.0	2.0	2.0	2.0	12.4	12.4	12.4	12.4	7.5	4.9	4.9	2.0	1.0	2.0	7.45	7.4	9.2	9.2	6.1	6.1	6.1	6.5	6.5	6.5	0.0	1130138.95	3.033	19.0	3697887.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3
110031001	25.67250308641975	27.802212962962955	28.321111111111108	740.0	740.0	740.0	6.1	6.1	6.1	200.0	200.0	200.0	4.6	4.6	4.6	18.5	18.5	18.5	18.5	18.6	-0.1000000000000014	0.1000000000000014	1.0	1.0	1.0	8.3	8.3	8.0	8.0	6.7	6.7	6.7	6.7	6.7	6.7	0.0	904292.1002	0.75	3.75	3532480.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6	2
110041005	16.0	16.0	16.0	610.0	610.0	610.0	1.9	1.9	1.9	140.0	140.0	140.0	4.8	4.8	4.8	20.7	20.7	20.7	20.7	9.2	11.5	11.5	3.0	1.0	1.0	0.5	0.5	9.4	9.4	5.7	5.7	5.7	6.5	6.5	6.5	0.0	791195.7267	0.75	8.0	3522775.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.8	3
110041010	17.76666666666667	20.0	26.0	686.6666666666666	761.6666666666666	960.0	1.5666666666666669	1.5666666666666669	1.9	226.66666666666663	226.66666666666663	280.0	5.151666666666666	5.151666666666666	5.37	18.65	20.716666666666665	22.8	18.56875	7.433333333333334	11.135416666666668	11.135416666666668	3.0	16.0	6.0	2.01	0.66	8.166666666666666	7.9	5.6	5.6	5.6	6.8	6.8	6.8	0.0	658546.7135	0.872	11.05	3523890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.151666666666666	2
110051001	45.0	54.0	54.0	696.6666666666666	1100.0	1100.0	3.5567987654320983	4.128244444444449	4.882444444444445	94.85966225749561	101.96025925925923	112.01111111111115	4.530653883744856	4.626260370370369	4.752327777777779	17.694628460831844	19.065539814814816	20.164055555555564	17.652632836325036	12.71208956991928	6.279685960465296	6.155581396579937	2.97211186136046	4.470277777777778	6.09827777777778	5.4611240352616	2.1731722222222216	8.440611523560714	7.553111111111108	6.41012777777779	6.489027314814817	6.565544444444432	6.772738888888881	6.844406635802469	6.918883333333347	0.0	140579.0078	0.84	2.1	3533932.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.624918518518515	3
110061013	33.0	33.0	33.0	540.0	540.0	550.0	2.9000000000000004	2.9000000000000004	3.7	120.0	120.0	120.0	2.2	2.2	2.3	17.45	17.45	18.7	17.45	11.930821191307327	6.214964373167661	6.065506145438381	2.965169052563913	2.0	1.7922222222222222	5.59374405147775	3.064133333333335	9.5	8.7	6.357477777777775	6.42371622222222	6.437166666666672	5.8	5.8	5.8	0.0	631858.0542	0.88	1.92	3527000.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	3
110061022	44.91666666666666	54.333333333333336	84.0	750.0	750.0	750.0	6.279166666666666	10.683333333333332	13.0	81.66666666666667	90.0	100.0	3.845833333333333	4.133333333333333	4.5	17.795833333333334	18.566666666666663	20.0	17.59166666666667	12.339338787678907	6.241793758065113	6.150587531595601	2.9662048887537096	3.5	4.90824074074074	5.528763296549585	2.261616666666667	8.487499999999999	7.9	6.405811111111121	6.486981944444448	6.564316666666653	6.7	6.75	6.8	0.0	1077790.658	0.946	1.754	3521200.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.133333333333333	2
110071003	7.0	7.0	7.0	425.0	425.0	440.0	2.75	2.75	2.8	95.0	95.0	100.0	3.0	3.0	3.0	18.2	18.2	19.9	18.2	19.9	-1.6999999999999993	1.6999999999999993	1.0	2.0	1.0	8.4	8.4	8.8	8.3	6.5	6.5	6.5	6.5	6.5	6.5	0.0	1786755.546	1.15	3.75	3529065.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3
