Site_Id,LakeCode,ekoltasoid,palavpdvhs3_ha
11,141411001,3.0,"7813,3"
11,141411001,2.0,"139,17"
12,141411001,3.0,"7813,3"
12,141411001,2.0,"139,17"
13,141441004,,
14,141451002,,
15,141631001,2.0,"372,4"
16,141611001,2.0,"218,45"
17,141631001,2.0,"372,4"
18,141631001,2.0,"372,4"
19,141631001,2.0,"372,4"
20,141631012,,
21,141631001,2.0,"372,4"
22,141641001,2.0,646
25,141611001,2.0,"218,45"
26,141631001,2.0,"372,4"
27,141631013,2.0,"201,17"
28,141641001,2.0,646
29,141631010,,
30,141631013,2.0,"201,17"
31,141621001,3.0,"572,98"
32,141621001,3.0,"572,98"
33,141641002,2.0,"274,77"
34,141621001,3.0,"572,98"
35,141621002,2.0,"809,38"
36,141621002,2.0,"809,38"
37,141621001,3.0,"572,98"
39,141651016,2.0,"207,29"
40,141651002,2.0,"248,04"
41,141651009,2.0,"219,58"
43,141651013,,
44,142431002,,
45,142121009,2.0,"445,62"
47,142121009,2.0,"445,62"
48,142111001,3.0,"45200,73"
49,142111001,3.0,"45200,73"
50,142111001,3.0,"45200,73"
51,142111001,3.0,"45200,73"
52,142111001,3.0,"45200,73"
53,142111001,3.0,"45200,73"
54,142111001,3.0,"45200,73"
55,142111001,3.0,"45200,73"
56,142111001,3.0,"45200,73"
57,142111001,3.0,"45200,73"
58,142111001,3.0,"45200,73"
59,142111001,3.0,"45200,73"
60,142111001,3.0,"45200,73"
61,142111001,3.0,"45200,73"
62,142111001,3.0,"45200,73"
63,142111001,3.0,"45200,73"
64,142111001,3.0,"45200,73"
65,142111001,3.0,"45200,73"
66,142111001,3.0,"45200,73"
67,142111003,,
68,142111001,3.0,"45200,73"
69,142111001,3.0,"45200,73"
71,142111001,3.0,"45200,73"
73,142111001,3.0,"45200,73"
82,142231013,,
89,142211001,3.0,"45886,18"
89,142211001,3.0,"1703,6"
89,142211001,2.0,"1016,5"
89,142211001,1.0,"296,66"
91,142211001,3.0,"45886,18"
91,142211001,3.0,"1703,6"
91,142211001,2.0,"1016,5"
91,142211001,1.0,"296,66"
92,142211001,3.0,"45886,18"
92,142211001,3.0,"1703,6"
92,142211001,2.0,"1016,5"
92,142211001,1.0,"296,66"
94,142211001,3.0,"45886,18"
94,142211001,3.0,"1703,6"
94,142211001,2.0,"1016,5"
94,142211001,1.0,"296,66"
95,142211001,3.0,"45886,18"
95,142211001,3.0,"1703,6"
95,142211001,2.0,"1016,5"
95,142211001,1.0,"296,66"
96,142211001,3.0,"45886,18"
96,142211001,3.0,"1703,6"
96,142211001,2.0,"1016,5"
96,142211001,1.0,"296,66"
100,142211001,3.0,"45886,18"
100,142211001,3.0,"1703,6"
100,142211001,2.0,"1016,5"
100,142211001,1.0,"296,66"
101,142211001,3.0,"45886,18"
101,142211001,3.0,"1703,6"
101,142211001,2.0,"1016,5"
101,142211001,1.0,"296,66"
102,142211001,3.0,"45886,18"
102,142211001,3.0,"1703,6"
102,142211001,2.0,"1016,5"
102,142211001,1.0,"296,66"
103,142211001,3.0,"45886,18"
103,142211001,3.0,"1703,6"
103,142211001,2.0,"1016,5"
103,142211001,1.0,"296,66"
104,142211001,3.0,"45886,18"
104,142211001,3.0,"1703,6"
104,142211001,2.0,"1016,5"
104,142211001,1.0,"296,66"
105,142211001,3.0,"45886,18"
105,142211001,3.0,"1703,6"
105,142211001,2.0,"1016,5"
105,142211001,1.0,"296,66"
106,142211001,3.0,"45886,18"
106,142211001,3.0,"1703,6"
106,142211001,2.0,"1016,5"
106,142211001,1.0,"296,66"
107,142211001,3.0,"45886,18"
107,142211001,3.0,"1703,6"
107,142211001,2.0,"1016,5"
107,142211001,1.0,"296,66"
108,142211001,3.0,"45886,18"
108,142211001,3.0,"1703,6"
108,142211001,2.0,"1016,5"
108,142211001,1.0,"296,66"
109,142211001,3.0,"45886,18"
109,142211001,3.0,"1703,6"
109,142211001,2.0,"1016,5"
109,142211001,1.0,"296,66"
110,142211001,3.0,"45886,18"
110,142211001,3.0,"1703,6"
110,142211001,2.0,"1016,5"
110,142211001,1.0,"296,66"
111,142211001,3.0,"45886,18"
111,142211001,3.0,"1703,6"
111,142211001,2.0,"1016,5"
111,142211001,1.0,"296,66"
112,142211001,3.0,"45886,18"
112,142211001,3.0,"1703,6"
112,142211001,2.0,"1016,5"
112,142211001,1.0,"296,66"
113,142211001,3.0,"45886,18"
113,142211001,3.0,"1703,6"
113,142211001,2.0,"1016,5"
113,142211001,1.0,"296,66"
114,142211001,3.0,"45886,18"
114,142211001,3.0,"1703,6"
114,142211001,2.0,"1016,5"
114,142211001,1.0,"296,66"
115,142211001,3.0,"45886,18"
115,142211001,3.0,"1703,6"
115,142211001,2.0,"1016,5"
115,142211001,1.0,"296,66"
116,142211001,3.0,"45886,18"
116,142211001,3.0,"1703,6"
116,142211001,2.0,"1016,5"
116,142211001,1.0,"296,66"
122,142441001,2.0,"160,45"
123,142441001,2.0,"160,45"
125,142441001,2.0,"160,45"
126,142441001,2.0,"160,45"
129,nan,,
135,142411001,3.0,"6470,93"
135,142411001,3.0,"4271,77"
137,142411001,3.0,"6470,93"
137,142411001,3.0,"4271,77"
138,142411001,3.0,"6470,93"
138,142411001,3.0,"4271,77"
139,142411001,3.0,"6470,93"
139,142411001,3.0,"4271,77"
140,142411001,3.0,"6470,93"
140,142411001,3.0,"4271,77"
141,142411001,3.0,"6470,93"
141,142411001,3.0,"4271,77"
142,142411001,3.0,"6470,93"
142,142411001,3.0,"4271,77"
143,142411001,3.0,"6470,93"
143,142411001,3.0,"4271,77"
144,142411001,3.0,"6470,93"
144,142411001,3.0,"4271,77"
145,142411001,3.0,"6470,93"
145,142411001,3.0,"4271,77"
146,142411001,3.0,"6470,93"
146,142411001,3.0,"4271,77"
147,142441002,,
148,142411001,3.0,"6470,93"
148,142411001,3.0,"4271,77"
149,142411001,3.0,"6470,93"
149,142411001,3.0,"4271,77"
150,142411001,3.0,"6470,93"
150,142411001,3.0,"4271,77"
151,142411001,3.0,"6470,93"
151,142411001,3.0,"4271,77"
152,142411001,3.0,"6470,93"
152,142411001,3.0,"4271,77"
153,142441001,2.0,"160,45"
154,142411001,3.0,"6470,93"
154,142411001,3.0,"4271,77"
155,142411001,3.0,"6470,93"
155,142411001,3.0,"4271,77"
156,142411001,3.0,"6470,93"
156,142411001,3.0,"4271,77"
157,142411001,3.0,"6470,93"
157,142411001,3.0,"4271,77"
158,142411001,3.0,"6470,93"
158,142411001,3.0,"4271,77"
159,142411001,3.0,"6470,93"
159,142411001,3.0,"4271,77"
160,142411001,3.0,"6470,93"
160,142411001,3.0,"4271,77"
161,142411001,3.0,"6470,93"
161,142411001,3.0,"4271,77"
162,142411001,3.0,"6470,93"
162,142411001,3.0,"4271,77"
164,142521012,,
166,142521012,,
175,142521001,2.0,"178,06"
178,142511010,,
181,142521001,2.0,"178,06"
182,142521001,2.0,"178,06"
184,142521001,2.0,"178,06"
185,142521001,2.0,"178,06"
186,142521001,2.0,"178,06"
191,142541015,,
192,142521037,,
206,150091004,3.0,"218,27"
231,160011004,,
238,nan,,
242,160081001,2.0,"638,09"
254,160051001,2.0,"113,66"
256,160051007,,
257,160051008,3.0,"10,12"
259,160051005,,
260,160051002,2.0,"160,92"
265,160051002,2.0,"160,92"
266,160051002,2.0,"160,92"
267,160051002,2.0,"160,92"
272,160021002,2.0,"35,69"
273,160021002,2.0,"35,69"
276,160051004,2.0,"12,13"
277,160051003,2.0,"77,62"
279,160051004,2.0,"12,13"
281,160051003,2.0,"77,62"
283,160051003,2.0,"77,62"
284,160051003,2.0,"77,62"
290,160031001,3.0,"1310,83"
291,160031001,3.0,"1310,83"
292,160031001,3.0,"1310,83"
295,nan,,
298,160031002,1.0,"206,68"
304,160031002,1.0,"206,68"
305,160031003,3.0,"716,8"
307,160031003,3.0,"716,8"
308,160031003,3.0,"716,8"
322,170041001,2.0,"185,53"
323,170041001,2.0,"185,53"
324,170041001,2.0,"185,53"
327,170041001,2.0,"185,53"
328,170041001,2.0,"185,53"
329,170041001,2.0,"185,53"
330,170041001,2.0,"185,53"
334,170041002,,
337,170041001,2.0,"185,53"
342,170011003,,
343,170011003,,
344,170011003,,
345,170021003,3.0,"66,62"
347,170021003,3.0,"66,62"
348,170021003,3.0,"66,62"
349,170011008,2.0,"102,41"
352,170021003,3.0,"66,62"
353,170011008,2.0,"102,41"
357,170011008,2.0,"102,41"
358,170011009,,
359,170011010,,
361,170051001,2.0,"57,37"
362,170071001,,
366,170051004,3.0,"215,6"
368,170051004,3.0,"215,6"
369,170051004,3.0,"215,6"
371,170051004,3.0,"215,6"
372,170051004,3.0,"215,6"
377,170061001,2.0,"72,77"
378,170061003,,
379,170061002,,
380,170051007,2.0,"64,87"
384,170031001,,
386,170031002,,
407,180131003,,
408,180131003,,
409,180131003,,
413,180211001,3.0,"16,8"
414,180211002,3.0,"17,62"
421,180361001,2.0,"42,37"
429,180331001,2.0,"542,8"
431,180331001,2.0,"542,8"
432,180331001,2.0,"542,8"
434,180331001,2.0,"542,8"
435,180331001,2.0,"542,8"
436,180331004,,
438,180411001,,
439,180411001,,
440,180331002,,
441,180571001,,
444,180431006,,
472,180521001,,
481,180561001,2.0,"92,96"
482,180541001,,
483,180631002,2.0,"307,41"
484,180621001,2.0,"40,54"
486,180431002,,
487,180721001,,
488,180711001,3.0,"192,51"
489,180711001,3.0,"192,51"
507,190021001,2.0,"29,3"
508,190021002,,
509,190021003,,
513,190081001,2.0,"147,74"
516,190081002,2.0,"67,85"
530,190031005,,
531,190031003,,
533,nan,,
535,nan,,
536,nan,,
538,190071001,2.0,"267,83"
540,190071001,2.0,"267,83"
541,190071001,2.0,"267,83"
543,190071001,2.0,"267,83"
544,190031009,,
552,190031014,3.0,"153,64"
553,190031014,3.0,"153,64"
554,190031014,3.0,"153,64"
556,190031014,3.0,"153,64"
557,190031014,3.0,"153,64"
558,190031014,3.0,"153,64"
559,190031014,3.0,"153,64"
560,190051001,2.0,"95,63"
561,190051001,2.0,"95,63"
563,190051006,,
564,190051005,,
565,190051005,,
569,200011001,,
570,200011001,,
573,200011006,,
574,200011007,,
575,200011007,,
583,200011003,2.0,"17,54"
584,200011004,,
585,200091001,,
598,200021001,,
640,210251001,2.0,76
641,210251001,2.0,76
642,210251001,2.0,76
645,210251002,,
646,210231003,,
647,210231002,,
653,210321001,3.0,"269,69"
655,210321001,3.0,"269,69"
656,210321001,3.0,"269,69"
657,210321001,3.0,"269,69"
662,210331014,,
663,210331001,2.0,"196,52"
664,210331008,,
665,210331007,,
666,210331009,2.0,"430,02"
667,210331012,,
668,210441024,,
669,210441012,2.0,"101,69"
670,210441023,,
671,210441020,,
672,210441022,,
673,210441021,,
674,210441018,,
676,210441012,2.0,"101,69"
677,210441019,3.0,"33,92"
678,210441019,3.0,"33,92"
679,210441016,2.0,"39,4"
680,210441016,2.0,"39,4"
681,210441016,2.0,"39,4"
682,210441017,2.0,"22,33"
683,210441014,,
684,210441014,,
687,210441015,,
688,210441006,,
689,210441006,,
690,210441006,,
691,210441006,,
692,210441006,,
693,210441006,,
694,210441006,,
695,210441007,2.0,"96,56"
696,210441006,,
697,210441006,,
698,210411002,,
699,210441006,,
700,210411002,,
701,210411004,,
702,210441007,2.0,"96,56"
703,210411006,,
704,210411005,,
706,210441004,,
707,210411003,,
708,210441001,,
709,210441008,,
714,210441009,,
715,210441005,,
716,210451004,,
718,210451004,,
719,210441010,2.0,"5,4"
720,210441011,,
721,210451003,,
723,210451001,,
724,210451002,,
736,210451007,2.0,"123,28"
749,210541001,3.0,"154,98"
750,210541001,3.0,"154,98"
752,210541001,3.0,"154,98"
763,210551001,2.0,"47,49"
771,210621003,,
772,210621004,,
773,210621001,,
823,210821001,3.0,"593,22"
824,210821001,3.0,"593,22"
827,210831001,3.0,"131,86"
829,210821001,3.0,"593,22"
830,210831001,3.0,"131,86"
831,210821001,3.0,"593,22"
832,210831001,3.0,"131,86"
834,210821001,3.0,"593,22"
836,210821001,3.0,"593,22"
837,210821001,3.0,"593,22"
838,210821001,3.0,"593,22"
839,210821001,3.0,"593,22"
840,210821001,3.0,"593,22"
841,210821001,3.0,"593,22"
842,210821001,3.0,"593,22"
843,210821001,3.0,"593,22"
844,210821001,3.0,"593,22"
845,210821001,3.0,"593,22"
846,210821001,3.0,"593,22"
848,210821001,3.0,"593,22"
849,210821001,3.0,"593,22"
850,210821001,3.0,"593,22"
851,210821001,3.0,"593,22"
853,210821001,3.0,"593,22"
854,210821001,3.0,"593,22"
855,210821001,3.0,"593,22"
857,210821001,3.0,"593,22"
858,210821001,3.0,"593,22"
859,210821001,3.0,"593,22"
861,210821001,3.0,"593,22"
862,210821001,3.0,"593,22"
863,210821001,3.0,"593,22"
864,210821001,3.0,"593,22"
865,210821001,3.0,"593,22"
866,210821001,3.0,"593,22"
869,210821001,3.0,"593,22"
870,210821001,3.0,"593,22"
873,210821001,3.0,"593,22"
934,210961003,2.0,"80,78"
939,210941001,2.0,"286,11"
941,210941001,2.0,"286,11"
942,210941001,2.0,"286,11"
950,210941002,2.0,"199,21"
955,220011001,3.0,"168,05"
956,220011001,3.0,"168,05"
959,220021001,3.0,"105,61"
960,220021001,3.0,"105,61"
973,220081015,2.0,"212,9"
973,220081015,3.0,"88,93"
976,220081015,2.0,"212,9"
976,220081015,3.0,"88,93"
977,220081015,2.0,"212,9"
977,220081015,3.0,"88,93"
980,220081006,,
984,220081015,2.0,"212,9"
984,220081015,3.0,"88,93"
987,220081008,,
989,220081008,,
993,220031001,3.0,"190,1"
995,220021008,,
1001,220031001,3.0,"190,1"
1002,220031001,3.0,"190,1"
1016,220071002,,
1021,220031004,3.0,"168,01"
1024,220031004,3.0,"168,01"
1025,220031004,3.0,"168,01"
1041,220041005,,
1042,220041003,2.0,"41,1"
1043,220041005,,
1044,220041003,2.0,"41,1"
1045,220041003,2.0,"41,1"
1048,220051001,3.0,"493,45"
1049,220051001,3.0,"493,45"
1053,220041013,,
1054,220041013,,
1055,220051001,3.0,"493,45"
1056,220041008,2.0,"189,74"
1057,220041008,2.0,"189,74"
1058,220051001,3.0,"493,45"
1059,220041008,2.0,"189,74"
1060,220051001,3.0,"493,45"
1061,220051001,3.0,"493,45"
1062,220051001,3.0,"493,45"
1063,220051001,3.0,"493,45"
1064,220051001,3.0,"493,45"
1065,220051001,3.0,"493,45"
1073,230111001,,
1079,230121001,,
1083,230121004,,
1087,230211001,3.0,"5021,79"
1087,230211001,3.0,"1129,23"
1087,230211001,3.0,"174,87"
1087,230211001,3.0,"1025,25"
1087,230211001,3.0,"1915,98"
1088,230141004,2.0,"36,3"
1089,230211001,3.0,"5021,79"
1089,230211001,3.0,"1129,23"
1089,230211001,3.0,"174,87"
1089,230211001,3.0,"1025,25"
1089,230211001,3.0,"1915,98"
1091,230211001,3.0,"5021,79"
1091,230211001,3.0,"1129,23"
1091,230211001,3.0,"174,87"
1091,230211001,3.0,"1025,25"
1091,230211001,3.0,"1915,98"
1092,230211001,3.0,"5021,79"
1092,230211001,3.0,"1129,23"
1092,230211001,3.0,"174,87"
1092,230211001,3.0,"1025,25"
1092,230211001,3.0,"1915,98"
1093,230211001,3.0,"5021,79"
1093,230211001,3.0,"1129,23"
1093,230211001,3.0,"174,87"
1093,230211001,3.0,"1025,25"
1093,230211001,3.0,"1915,98"
1094,230211001,3.0,"5021,79"
1094,230211001,3.0,"1129,23"
1094,230211001,3.0,"174,87"
1094,230211001,3.0,"1025,25"
1094,230211001,3.0,"1915,98"
1095,230211001,3.0,"5021,79"
1095,230211001,3.0,"1129,23"
1095,230211001,3.0,"174,87"
1095,230211001,3.0,"1025,25"
1095,230211001,3.0,"1915,98"
1096,230211001,3.0,"5021,79"
1096,230211001,3.0,"1129,23"
1096,230211001,3.0,"174,87"
1096,230211001,3.0,"1025,25"
1096,230211001,3.0,"1915,98"
1097,230211001,3.0,"5021,79"
1097,230211001,3.0,"1129,23"
1097,230211001,3.0,"174,87"
1097,230211001,3.0,"1025,25"
1097,230211001,3.0,"1915,98"
1098,230211001,3.0,"5021,79"
1098,230211001,3.0,"1129,23"
1098,230211001,3.0,"174,87"
1098,230211001,3.0,"1025,25"
1098,230211001,3.0,"1915,98"
1099,230211001,3.0,"5021,79"
1099,230211001,3.0,"1129,23"
1099,230211001,3.0,"174,87"
1099,230211001,3.0,"1025,25"
1099,230211001,3.0,"1915,98"
1100,230211001,3.0,"5021,79"
1100,230211001,3.0,"1129,23"
1100,230211001,3.0,"174,87"
1100,230211001,3.0,"1025,25"
1100,230211001,3.0,"1915,98"
1101,230211001,3.0,"5021,79"
1101,230211001,3.0,"1129,23"
1101,230211001,3.0,"174,87"
1101,230211001,3.0,"1025,25"
1101,230211001,3.0,"1915,98"
1102,230211001,3.0,"5021,79"
1102,230211001,3.0,"1129,23"
1102,230211001,3.0,"174,87"
1102,230211001,3.0,"1025,25"
1102,230211001,3.0,"1915,98"
1103,230211001,3.0,"5021,79"
1103,230211001,3.0,"1129,23"
1103,230211001,3.0,"174,87"
1103,230211001,3.0,"1025,25"
1103,230211001,3.0,"1915,98"
1104,230211001,3.0,"5021,79"
1104,230211001,3.0,"1129,23"
1104,230211001,3.0,"174,87"
1104,230211001,3.0,"1025,25"
1104,230211001,3.0,"1915,98"
1105,230211001,3.0,"5021,79"
1105,230211001,3.0,"1129,23"
1105,230211001,3.0,"174,87"
1105,230211001,3.0,"1025,25"
1105,230211001,3.0,"1915,98"
1106,230211001,3.0,"5021,79"
1106,230211001,3.0,"1129,23"
1106,230211001,3.0,"174,87"
1106,230211001,3.0,"1025,25"
1106,230211001,3.0,"1915,98"
1107,230211001,3.0,"5021,79"
1107,230211001,3.0,"1129,23"
1107,230211001,3.0,"174,87"
1107,230211001,3.0,"1025,25"
1107,230211001,3.0,"1915,98"
1108,230211001,3.0,"5021,79"
1108,230211001,3.0,"1129,23"
1108,230211001,3.0,"174,87"
1108,230211001,3.0,"1025,25"
1108,230211001,3.0,"1915,98"
1109,230211001,3.0,"5021,79"
1109,230211001,3.0,"1129,23"
1109,230211001,3.0,"174,87"
1109,230211001,3.0,"1025,25"
1109,230211001,3.0,"1915,98"
1110,230211001,3.0,"5021,79"
1110,230211001,3.0,"1129,23"
1110,230211001,3.0,"174,87"
1110,230211001,3.0,"1025,25"
1110,230211001,3.0,"1915,98"
1111,230211001,3.0,"5021,79"
1111,230211001,3.0,"1129,23"
1111,230211001,3.0,"174,87"
1111,230211001,3.0,"1025,25"
1111,230211001,3.0,"1915,98"
1112,230211001,3.0,"5021,79"
1112,230211001,3.0,"1129,23"
1112,230211001,3.0,"174,87"
1112,230211001,3.0,"1025,25"
1112,230211001,3.0,"1915,98"
1113,230211001,3.0,"5021,79"
1113,230211001,3.0,"1129,23"
1113,230211001,3.0,"174,87"
1113,230211001,3.0,"1025,25"
1113,230211001,3.0,"1915,98"
1114,230211001,3.0,"5021,79"
1114,230211001,3.0,"1129,23"
1114,230211001,3.0,"174,87"
1114,230211001,3.0,"1025,25"
1114,230211001,3.0,"1915,98"
1115,230211001,3.0,"5021,79"
1115,230211001,3.0,"1129,23"
1115,230211001,3.0,"174,87"
1115,230211001,3.0,"1025,25"
1115,230211001,3.0,"1915,98"
1116,230211001,3.0,"5021,79"
1116,230211001,3.0,"1129,23"
1116,230211001,3.0,"174,87"
1116,230211001,3.0,"1025,25"
1116,230211001,3.0,"1915,98"
1117,230211001,3.0,"5021,79"
1117,230211001,3.0,"1129,23"
1117,230211001,3.0,"174,87"
1117,230211001,3.0,"1025,25"
1117,230211001,3.0,"1915,98"
1118,230211001,3.0,"5021,79"
1118,230211001,3.0,"1129,23"
1118,230211001,3.0,"174,87"
1118,230211001,3.0,"1025,25"
1118,230211001,3.0,"1915,98"
1119,230211001,3.0,"5021,79"
1119,230211001,3.0,"1129,23"
1119,230211001,3.0,"174,87"
1119,230211001,3.0,"1025,25"
1119,230211001,3.0,"1915,98"
1120,230211001,3.0,"5021,79"
1120,230211001,3.0,"1129,23"
1120,230211001,3.0,"174,87"
1120,230211001,3.0,"1025,25"
1120,230211001,3.0,"1915,98"
1121,230211001,3.0,"5021,79"
1121,230211001,3.0,"1129,23"
1121,230211001,3.0,"174,87"
1121,230211001,3.0,"1025,25"
1121,230211001,3.0,"1915,98"
1122,230211001,3.0,"5021,79"
1122,230211001,3.0,"1129,23"
1122,230211001,3.0,"174,87"
1122,230211001,3.0,"1025,25"
1122,230211001,3.0,"1915,98"
1123,230211001,3.0,"5021,79"
1123,230211001,3.0,"1129,23"
1123,230211001,3.0,"174,87"
1123,230211001,3.0,"1025,25"
1123,230211001,3.0,"1915,98"
1124,230211001,3.0,"5021,79"
1124,230211001,3.0,"1129,23"
1124,230211001,3.0,"174,87"
1124,230211001,3.0,"1025,25"
1124,230211001,3.0,"1915,98"
1125,230211001,3.0,"5021,79"
1125,230211001,3.0,"1129,23"
1125,230211001,3.0,"174,87"
1125,230211001,3.0,"1025,25"
1125,230211001,3.0,"1915,98"
1126,230211001,3.0,"5021,79"
1126,230211001,3.0,"1129,23"
1126,230211001,3.0,"174,87"
1126,230211001,3.0,"1025,25"
1126,230211001,3.0,"1915,98"
1127,230211001,3.0,"5021,79"
1127,230211001,3.0,"1129,23"
1127,230211001,3.0,"174,87"
1127,230211001,3.0,"1025,25"
1127,230211001,3.0,"1915,98"
1128,230211001,3.0,"5021,79"
1128,230211001,3.0,"1129,23"
1128,230211001,3.0,"174,87"
1128,230211001,3.0,"1025,25"
1128,230211001,3.0,"1915,98"
1129,230211001,3.0,"5021,79"
1129,230211001,3.0,"1129,23"
1129,230211001,3.0,"174,87"
1129,230211001,3.0,"1025,25"
1129,230211001,3.0,"1915,98"
1130,230211001,3.0,"5021,79"
1130,230211001,3.0,"1129,23"
1130,230211001,3.0,"174,87"
1130,230211001,3.0,"1025,25"
1130,230211001,3.0,"1915,98"
1131,230211001,3.0,"5021,79"
1131,230211001,3.0,"1129,23"
1131,230211001,3.0,"174,87"
1131,230211001,3.0,"1025,25"
1131,230211001,3.0,"1915,98"
1132,230211001,3.0,"5021,79"
1132,230211001,3.0,"1129,23"
1132,230211001,3.0,"174,87"
1132,230211001,3.0,"1025,25"
1132,230211001,3.0,"1915,98"
1133,230211001,3.0,"5021,79"
1133,230211001,3.0,"1129,23"
1133,230211001,3.0,"174,87"
1133,230211001,3.0,"1025,25"
1133,230211001,3.0,"1915,98"
1134,230211001,3.0,"5021,79"
1134,230211001,3.0,"1129,23"
1134,230211001,3.0,"174,87"
1134,230211001,3.0,"1025,25"
1134,230211001,3.0,"1915,98"
1135,230211001,3.0,"5021,79"
1135,230211001,3.0,"1129,23"
1135,230211001,3.0,"174,87"
1135,230211001,3.0,"1025,25"
1135,230211001,3.0,"1915,98"
1136,230211001,3.0,"5021,79"
1136,230211001,3.0,"1129,23"
1136,230211001,3.0,"174,87"
1136,230211001,3.0,"1025,25"
1136,230211001,3.0,"1915,98"
1137,230211001,3.0,"5021,79"
1137,230211001,3.0,"1129,23"
1137,230211001,3.0,"174,87"
1137,230211001,3.0,"1025,25"
1137,230211001,3.0,"1915,98"
1138,230211001,3.0,"5021,79"
1138,230211001,3.0,"1129,23"
1138,230211001,3.0,"174,87"
1138,230211001,3.0,"1025,25"
1138,230211001,3.0,"1915,98"
1139,230211001,3.0,"5021,79"
1139,230211001,3.0,"1129,23"
1139,230211001,3.0,"174,87"
1139,230211001,3.0,"1025,25"
1139,230211001,3.0,"1915,98"
1140,230211001,3.0,"5021,79"
1140,230211001,3.0,"1129,23"
1140,230211001,3.0,"174,87"
1140,230211001,3.0,"1025,25"
1140,230211001,3.0,"1915,98"
1141,230211001,3.0,"5021,79"
1141,230211001,3.0,"1129,23"
1141,230211001,3.0,"174,87"
1141,230211001,3.0,"1025,25"
1141,230211001,3.0,"1915,98"
1142,230211001,3.0,"5021,79"
1142,230211001,3.0,"1129,23"
1142,230211001,3.0,"174,87"
1142,230211001,3.0,"1025,25"
1142,230211001,3.0,"1915,98"
1143,230211001,3.0,"5021,79"
1143,230211001,3.0,"1129,23"
1143,230211001,3.0,"174,87"
1143,230211001,3.0,"1025,25"
1143,230211001,3.0,"1915,98"
1144,230211001,3.0,"5021,79"
1144,230211001,3.0,"1129,23"
1144,230211001,3.0,"174,87"
1144,230211001,3.0,"1025,25"
1144,230211001,3.0,"1915,98"
1145,230211001,3.0,"5021,79"
1145,230211001,3.0,"1129,23"
1145,230211001,3.0,"174,87"
1145,230211001,3.0,"1025,25"
1145,230211001,3.0,"1915,98"
1146,230211001,3.0,"5021,79"
1146,230211001,3.0,"1129,23"
1146,230211001,3.0,"174,87"
1146,230211001,3.0,"1025,25"
1146,230211001,3.0,"1915,98"
1147,230211001,3.0,"5021,79"
1147,230211001,3.0,"1129,23"
1147,230211001,3.0,"174,87"
1147,230211001,3.0,"1025,25"
1147,230211001,3.0,"1915,98"
1148,230211001,3.0,"5021,79"
1148,230211001,3.0,"1129,23"
1148,230211001,3.0,"174,87"
1148,230211001,3.0,"1025,25"
1148,230211001,3.0,"1915,98"
1149,230211001,3.0,"5021,79"
1149,230211001,3.0,"1129,23"
1149,230211001,3.0,"174,87"
1149,230211001,3.0,"1025,25"
1149,230211001,3.0,"1915,98"
1150,230211001,3.0,"5021,79"
1150,230211001,3.0,"1129,23"
1150,230211001,3.0,"174,87"
1150,230211001,3.0,"1025,25"
1150,230211001,3.0,"1915,98"
1151,230211001,3.0,"5021,79"
1151,230211001,3.0,"1129,23"
1151,230211001,3.0,"174,87"
1151,230211001,3.0,"1025,25"
1151,230211001,3.0,"1915,98"
1152,230231002,3.0,"651,32"
1153,230211001,3.0,"5021,79"
1153,230211001,3.0,"1129,23"
1153,230211001,3.0,"174,87"
1153,230211001,3.0,"1025,25"
1153,230211001,3.0,"1915,98"
1154,230211001,3.0,"5021,79"
1154,230211001,3.0,"1129,23"
1154,230211001,3.0,"174,87"
1154,230211001,3.0,"1025,25"
1154,230211001,3.0,"1915,98"
1155,230211001,3.0,"5021,79"
1155,230211001,3.0,"1129,23"
1155,230211001,3.0,"174,87"
1155,230211001,3.0,"1025,25"
1155,230211001,3.0,"1915,98"
1156,230211001,3.0,"5021,79"
1156,230211001,3.0,"1129,23"
1156,230211001,3.0,"174,87"
1156,230211001,3.0,"1025,25"
1156,230211001,3.0,"1915,98"
1157,230211001,3.0,"5021,79"
1157,230211001,3.0,"1129,23"
1157,230211001,3.0,"174,87"
1157,230211001,3.0,"1025,25"
1157,230211001,3.0,"1915,98"
1158,230211001,3.0,"5021,79"
1158,230211001,3.0,"1129,23"
1158,230211001,3.0,"174,87"
1158,230211001,3.0,"1025,25"
1158,230211001,3.0,"1915,98"
1159,230211001,3.0,"5021,79"
1159,230211001,3.0,"1129,23"
1159,230211001,3.0,"174,87"
1159,230211001,3.0,"1025,25"
1159,230211001,3.0,"1915,98"
1160,230211001,3.0,"5021,79"
1160,230211001,3.0,"1129,23"
1160,230211001,3.0,"174,87"
1160,230211001,3.0,"1025,25"
1160,230211001,3.0,"1915,98"
1161,230211001,3.0,"5021,79"
1161,230211001,3.0,"1129,23"
1161,230211001,3.0,"174,87"
1161,230211001,3.0,"1025,25"
1161,230211001,3.0,"1915,98"
1162,230211001,3.0,"5021,79"
1162,230211001,3.0,"1129,23"
1162,230211001,3.0,"174,87"
1162,230211001,3.0,"1025,25"
1162,230211001,3.0,"1915,98"
1163,230211001,3.0,"5021,79"
1163,230211001,3.0,"1129,23"
1163,230211001,3.0,"174,87"
1163,230211001,3.0,"1025,25"
1163,230211001,3.0,"1915,98"
1164,230231002,3.0,"651,32"
1165,230211001,3.0,"5021,79"
1165,230211001,3.0,"1129,23"
1165,230211001,3.0,"174,87"
1165,230211001,3.0,"1025,25"
